c0t0v3	c0t1v3	c0t2v3	c0t3v3	c0t4v3	c1t0v3	c1t1v3	c1t2v3	c1t3v3	c1t4v3	c2t0v3	c2t1v3	c2t2v3	c2t3v3	c2t4v3	c3t0v3	c3t1v3	c3t2v3	c3t3v3	c3t4v3	c4t0v3	c4t1v3	c4t2v3	c4t3v3	c4t4v3	c5t0v3	c5t1v3	c5t2v3	c5t3v3	c5t4v3	
11	11	11	5	14	5	5	6	3	5	4	4	3	2	3	13	18	16	13	14	8	6	5	2	3	5	3	3	4	2	
7	11	12	12	18	3	6	4	6	5	6	8	6	15	5	15	21	17	8	16	5	7	4	6	6	16	8	11	12	5	
11	18	19	23	18	7	6	3	6	7	10	6	11	4	5	22	11	10	9	20	13	9	6	10	8	9	9	7	4	5	
13	8	15	17	13	4	4	6	7	4	5	5	7	12	4	11	17	15	9	16	10	4	5	8	5	5	5	3	2	4	
11	22	15	17	24	6	7	7	4	4	4	7	2	6	3	17	10	13	20	14	9	18	9	6	17	35	8	18	20	19	
12	10	14	6	9	3	1	19	3	2	2	3	2	2	3	15	10	9	10	7	1	2	3	2	3	7	2	3	2	3	
22	11	17	11	11	3	2	3	9	11	7	5	11	8	18	10	12	22	19	14	4	5	11	19	6	5	6	5	6	7	
10	15	13	13	12	6	3	2	2	3	5	9	5	7	2	11	13	18	10	18	6	3	7	5	3	2	3	4	5	2	
7	16	14	9	14	4	3	2	2	2	3	3	6	3	3	7	11	13	10	10	2	3	2	3	4	4	3	4	3	2	
8	7	10	10	8	5	6	4	8	6	6	4	6	12	8	8	8	9	19	6	9	7	6	7	6	5	5	8	6	6	
16	9	14	11	14	6	5	5	9	8	6	4	6	3	6	14	14	12	22	23	7	7	11	4	7	4	6	6	6	5	
20	22	15	9	19	23	6	7	11	12	10	10	4	13	13	29	26	32	32	16	18	7	12	8	8	4	15	7	7	6	
10	10	7	11	9	8	10	3	2	6	5	4	3	4	3	14	8	23	11	14	6	5	5	5	6	7	2	4	3	3	
8	18	21	13	12	4	4	5	7	6	4	7	11	2	5	27	16	11	8	15	8	4	3	7	5	12	7	4	4	2	
22	15	16	11	12	6	4	5	7	8	6	13	2	2	8	28	20	41	21	18	8	5	5	5	5	6	12	2	3	6	
13	13	9	12	16	4	5	10	6	5	3	5	2	10	6	9	12	19	16	13	5	3	12	3	7	5	5	11	4	4	
13	20	10	9	11	7	5	12	4	5	3	9	4	3	10	23	10	22	10	15	5	5	10	4	3	7	9	3	2	4	
13	19	23	16	12	13	6	12	9	6	9	6	11	10	7	17	10	26	18	17	8	8	2	4	3	5	11	12	9	15	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
