c0t0v8	c0t1v8	c0t2v8	c0t3v8	c0t4v8	c1t0v8	c1t1v8	c1t2v8	c1t3v8	c1t4v8	c2t0v8	c2t1v8	c2t2v8	c2t3v8	c2t4v8	c3t0v8	c3t1v8	c3t2v8	c3t3v8	c3t4v8	c4t0v8	c4t1v8	c4t2v8	c4t3v8	c4t4v8	c5t0v8	c5t1v8	c5t2v8	c5t3v8	c5t4v8	
0.3466348	0.6991419	0.5384986	0.4307148	0.730832	0.1812984	0.08053807	0.3710288	0.07081478	0.1496114	0.03370333	0.01868981	0.105089	0.1144546	0.1778984	0.04030373	0.3550861	0.5987146	0.6063944	0.4260468	0.3064883	0.5425429	0.08462809	0.3197453	0.04161553	0.02412503	0.1332579	0.03542539	0.3090082	0.07547379	
0.7988304	0.4401942	0.3842814	0.7318349	0.7145618	0.4499201	0.2855174	0.7627867	0.3605522	0.435705	0.4769428	0.3169332	0.08133038	0.2983727	0.1856319	0.5730392	0.7214585	1.033334	0.3153695	0.3628368	0.4149716	0.5955409	0.5643687	0.2344442	0.1383612	0.5217793	0.6120901	0.1144688	0.09633148	0.2537193	
0.3231446	0.616152	0.436169	0.9109053	0.4836913	0.5380554	0.2977854	0.591242	0.5823541	0.5912717	0.633434	0.03313993	0.1014073	0.09488437	0.7586285	0.9446692	0.2797638	0.5716039	0.6440756	0.9664111	0.3999345	0.5364903	0.09900459	0.07883482	0.3763384	0.3233325	0.1746124	0.6232886	0.2634271	0.05303624	
0.7239193	0.6994938	0.4404294	0.6145887	0.1432816	0.2522658	0.09567704	0.5087965	0.3762213	0.7565068	0.07168204	0.3712915	0.4270175	0.6849358	0.4315681	1.120608	1.163698	0.4313428	0.5534673	0.711616	0.3788669	0.1644239	0.2708717	0.2553268	0.0937373	0.1443867	0.2112255	0.1791711	0.09776209	0.05711531	
0.7557212	0.5964034	0.3606409	0.6651753	0.4894164	0.3258632	0.3678741	0.4048845	0.03009946	0.04535854	0.0347898	0.1393258	0.009233695	0.5946777	0.3657139	1.258917	0.4529837	0.4140342	0.9252476	1.426334	0.3244603	0.08728449	0.4166656	0.2907124	0.9924111	0.5327868	0.03219239	0.7700571	0.6761727	0.5666021	
2.414775	0.9818404	2.894303	0.5042176	1.581841	0.4741584	0.03760311	0.5364826	0.248146	0.9705188	0.2847873	0.1671999	0.05730173	0.2685471	0.2627918	0.6318831	0.2762913	0.2932647	0.5593652	0.1652588	0.2149612	0.2545533	0.05957997	0.1600071	0.3311336	0.6531633	0.24523	0.4303882	0.1759067	0.05122077	
0.608381	0.4198186	0.5940959	0.3625396	1.09005	0.1291893	0.2945592	0.1459825	0.002078382	0.3255164	0.4928703	0.4061498	0.2999143	0.2669246	0.173233	0.9608261	0.3965389	0.7904419	1.688408	0.2176282	0.04082381	0.6143176	0.8257166	0.710639	0.5234337	0.1299442	0.2805499	0.0417067	0.03539214	0.5360776	
1.219722	0.6911998	0.682089	0.5690463	0.7477435	1.115456	1.144039	1.168988	0.7751632	1.153086	0.3089603	2.076874	1.171762	0.6635515	0.1460689	1.570296	1.118028	1.206136	0.7543788	0.8910036	0.7419443	0.4561692	0.3787407	0.8538586	0.4489911	0.2716573	0.1678639	0.1989077	0.229493	0.2541606	
0.7766389	0.3517161	0.3179807	0.1794886	0.6305216	0.3253002	0.7464497	0.573415	0.5647493	0.2798422	0.03748041	0.4513192	0.2926484	0.1327766	0.3019261	1.314274	0.5106282	0.4334582	0.7900442	1.915687	0.28471	0.4032482	0.474929	0.2910976	0.2293893	2.299397	0.1673524	0.1190779	0.77629	0.5006031	
0.251817	0.4348726	0.2120615	0.2130816	0.3569139	0.01339648	0.02508649	0.4388592	0.2102024	0.2329219	0.1774577	0.00712837	0.1264425	0.1651644	0.2931852	0.5744243	0.4190499	0.07574777	1.036633	0.1209	0.2943267	0.03178729	0.07382172	0.1406609	0.3842583	0.09852631	0.003234976	0.3713623	0	0.2736859	
0.5705386	0.5893456	0.5865164	0.4554273	0.6411057	0.4506395	0.7139396	0.05376408	0.5598426	0.423065	0.1434902	0.1548052	0.1864268	0.03581726	0.3231365	1.323538	0.5024716	0.426598	1.50938	0.710619	0.9759668	0.1561689	0.3147719	0.0906195	0.2591182	0.1421464	0.3365488	0.9056518	0.187814	0.7572	
1.741249	0.2821599	0.6904006	0.3475912	0.4713987	0.8103066	0.129826	0.02071858	0.5578043	0.7613475	0.3574218	0.1902058	0.2866032	0.2599539	1.101824	0.7235914	0.4125971	1.307133	0.8570585	0.6198863	2.030316	1.025398	0.9735987	0.4771232	0.3273045	0.6764464	1.791909	0.827835	1.492798	1.204954	
0.3302481	0.2992755	0.393363	0.465996	0.6436911	0.3608706	0.3391926	0.400407	0.2480959	0.3943762	0.3946543	0.3251098	0.3089983	0.468736	0.3522399	0.6220387	0.1765409	0.7012348	0.6824918	0.5062509	0.3636344	0.1215146	0.276576	0.5952939	0.2962767	0.2641258	0.2876011	0.5362099	0.1884899	0.3853737	
0.6347185	1.241943	1.322824	0.6866258	0.6445419	1.002575	0.5822742	1.037809	0.4108082	1.220936	0.5522901	1.087288	0.8779818	0.4847699	0.5458108	1.814603	0.7823138	1.087545	0.5582244	1.836792	1.038056	0.4349574	0.7967364	0.8415713	0.5203453	1.107834	0.7643955	1.072423	0.8066527	0.02449568	
0.3569869	0.592314	0.5021425	0.5097111	0.6175097	0.001200924	0.4448158	0.6454089	0.8108935	0.550254	0.001108178	0.2190319	0.06781535	0.01358322	0.5502264	0.5886849	0.4337895	1.373968	0.3714453	0.2326829	0.3109101	0.1513911	0.1437934	0.2566735	0.1108247	0.4000416	0.06854505	0.2299847	0.04867851	0.451257	
0.4707946	0.145165	0.2645055	0.1660975	0.3687019	0.006193069	0.242379	0.3999202	0.3749672	0.2472415	0.132297	0.1815496	0.6567082	0.3847772	0.2147901	0.09884973	0.574869	0.5757181	0.7835415	0.4603337	0.08510928	0.2525606	0.1978455	0.2718073	0.3952389	0.1327417	0.09299377	0.06044178	0.2709736	0.2029612	
0.6732028	0.2880335	0.2350256	0.1339793	0.4698853	0.3501677	0.1789072	0.1062369	0.401016	0.09557695	0.248824	0.1689221	0.2326985	0.2450326	0.3639113	0.08393791	0.524496	0.2077612	0.3711558	0.2717323	0.09295748	0.2409458	0.1617766	0.323924	0.2681026	0.0103123	0.2170131	0.02647741	0	0.4332855	
0.2907359	0.6315122	0.5289161	0.5590887	0.8095908	0.64293	0.5576296	0.1343414	0.4495695	0.7851724	0.6382861	0.6692616	0.2117353	0.8488177	0.3639428	0.9146442	0.8174857	0.534978	0.7811981	1.41743	0.4502919	0.3087209	0.2014944	0.3846645	0.1312999	0.7833115	0.2643692	0.2963318	0.2888649	0.5007668	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
