c0t0v18	c0t1v18	c0t2v18	c0t3v18	c0t4v18	c1t0v18	c1t1v18	c1t2v18	c1t3v18	c1t4v18	c2t0v18	c2t1v18	c2t2v18	c2t3v18	c2t4v18	c3t0v18	c3t1v18	c3t2v18	c3t3v18	c3t4v18	c4t0v18	c4t1v18	c4t2v18	c4t3v18	c4t4v18	c5t0v18	c5t1v18	c5t2v18	c5t3v18	c5t4v18	
0.8148292	0.4782895	0.6260167	0.7998027	0.414227	0.4834985	0.7686066	0.6804031	0.6947399	0.3623638	0.388143	0.2583533	0.2839204	0.3168743	0.5524388	0.6358694	0.5992796	0.4400343	0.6295381	0.5239032	0.5503623	0.3591942	0.4742478	0.5566357	0.6109022	0.3757723	0.1738421	0.4325688	0.2739147	0.5651374	
0.857246	0.5981057	0.3273577	0.5111828	0.278742	0.6258646	0.448186	0.2645378	0.4366605	0.3863292	0.2222148	0.1400359	0.3937931	0.3479041	0.3427671	0.4394068	0.2850559	0.385429	0.4627216	0.7169439	0.4805473	0.4263442	0.30084	0.2128187	0.4793425	0.2144382	0.1701848	0.1720916	0.3655244	0.5015223	
0.730971	0.2910789	0.3007644	0.194953	0.3087777	0.2605054	0.2999418	0.3311476	0.3658291	0.2236065	0.1386337	0.1821967	0.25978	0.1248703	0.06684414	0.1509395	0.3507769	0.6043081	0.5297129	0.1844517	0.1345629	0.3370449	0.295583	0.3088404	0.283375	0.06643546	0.1888932	0.229513	0.2046223	0.192352	
0.5760529	0.8255416	0.5293002	0.3119672	0.6806108	0.6733132	0.6661496	0.3747491	0.6092953	0.5358946	0.1276204	0.1125882	0.111341	0.1419008	0.1965201	0.6276248	0.2632147	0.5871172	0.6931477	0.5459396	0.3953936	0.3586178	0.4302711	0.2733354	0.365478	0.2879866	0.29869	0.450054	0.6300839	0.1917765	
0.1722374	0.0576233	0.07893601	0.1686499	0.233594	0.3573666	0.2175435	0.3354534	0.5925753	0.4500358	0.08480065	0.1462884	0.4151652	0.1902405	0.3174456	0.2397158	0.1628525	0.4059287	0.07392076	0.242042	0.2876416	0.3565195	0.2577555	0.2441612	0.08947338	0.1509711	0.1353331	0.07059437	0.05133228	0.1289795	
0.1079133	0.0701853	0.06773541	0.5804099	0.05715515	0.2511935	0.5921454	0.2165303	0.7011937	0.2350845	0.08551951	0.1005476	0.3415908	0.2632085	0.148681	0.03154853	0.3300157	0.4847161	0.1870868	0.5729369	0.5738417	0.3913384	0.5349306	0.6629355	0.4253861	0.06625197	0.3684565	0.2715136	0.1960108	0.2718035	
0.2359841	0.4387115	0.3859421	0.4122386	0.1447092	0.1367568	0.254569	0.1379739	0.2154384	0.4383055	0.09676977	0.1863111	0.06079562	0.377972	0.325827	0.2878053	0.3794506	0.0851473	0.2256828	0.3372989	0.2981246	0.4397053	0.1800365	0.0910014	0.6562976	0.1242734	0.09920023	0.2092767	0.1293977	0.1327862	
0.3957646	0.4219796	0.5266104	0.5051872	0.5856084	0.2606605	0.5030153	0.242051	0.3725527	0.3720739	0.2351698	0.1048934	0.1647717	0.1398976	0.2538054	0.4735295	0.4270705	0.48274	0.6526518	0.3406754	0.3004484	0.5795819	0.2456413	0.1621653	0.2419692	0.2735518	0.3182906	0.2402939	0.3790535	0.3016728	
0.498032	0.1930135	0.6323603	0.6807549	0.3326969	0.3467565	0.2015765	0.3005203	0.2354891	0.4022813	0.3917866	0.1074103	0.1138018	0.1454138	0.2844383	0.2627628	0.2301049	0.5400743	0.4443063	0.3546282	0.4370563	0.2846597	0.5493022	0.4642248	0.3731448	0.1000384	0.154663	0.3065241	0.1749035	0.1903557	
0.5154567	0.6422366	0.3952285	0.2437771	0.6576647	0.4717764	0.446131	0.3691768	0.3132547	0.3960848	0.1307212	0.2010312	0.2675147	0.3329917	0.2975858	0.4689608	0.4581265	0.3915736	0.1889935	0.7296057	0.192859	0.5338413	0.3704289	0.3803196	0.3513226	0.2458192	0.1245034	0.2154197	0.2839366	0.2671529	
