c0t0v6	c0t1v6	c0t2v6	c0t3v6	c0t4v6	c1t0v6	c1t1v6	c1t2v6	c1t3v6	c1t4v6	c2t0v6	c2t1v6	c2t2v6	c2t3v6	c2t4v6	c3t0v6	c3t1v6	c3t2v6	c3t3v6	c3t4v6	c4t0v6	c4t1v6	c4t2v6	c4t3v6	c4t4v6	c5t0v6	c5t1v6	c5t2v6	c5t3v6	c5t4v6	
0.8828635	0.915641	0.8933799	0.9404411	0.8822888	0.8518176	0.9378567	0.9729201	0.9815856	0.9685042	0.9549571	0.9676144	0.9720256	0.9399258	0.8814276	0.8448955	0.8854767	0.8542613	0.9366032	0.8896351	0.9832785	0.9631976	0.9466354	0.957562	0.9693543	0.9311514	0.9871174	0.9645586	0.9268331	0.9544511	
0.9449775	0.887528	0.8455475	0.8701433	0.8492906	0.8388277	0.8445531	0.8651139	0.8945218	0.9334999	0.9280028	0.9601035	0.9592907	0.9262615	0.9558429	0.8630837	0.8416201	0.839117	0.8416522	0.860725	0.9145371	0.972997	0.8705748	0.9417088	0.8940166	0.973182	0.9488371	0.9250187	0.9034881	0.9393383	
0.8995374	0.9280331	0.9096102	0.8502733	0.9892632	0.9219735	0.9733392	0.9919839	0.982713	0.9733292	0.9850935	0.96172	0.9628765	0.9761532	0.9637995	0.8658282	0.9400044	0.8778368	0.9122564	0.947989	0.9869422	0.9811345	0.9541585	0.8477929	0.8955792	0.9663345	0.9741052	0.9542055	0.9806778	0.9925105	
0.9065385	0.9628011	0.9413006	0.9002699	0.8762761	0.9888244	0.9882923	0.9573977	0.9475353	0.9435917	0.9603966	0.9792023	0.8922254	0.9734036	0.8881544	0.8795615	0.8879227	0.8863281	0.9210211	0.8999181	0.9676846	0.9666961	0.9685903	0.9501485	0.8775423	0.9109419	0.9040682	0.9783798	0.9496393	0.913861	
0.8642986	0.8669984	0.9454347	0.8483294	0.898341	0.9758141	0.8494301	0.9880979	0.9062808	0.9717925	0.9725752	0.9516131	0.9724364	0.8599206	0.8998312	0.874799	0.9323901	0.9003668	0.8443107	0.9074593	0.9757712	0.9889746	0.9870649	0.971435	0.9734955	0.9597867	0.9343942	0.9967621	0.9796059	0.9656163	
0.9834967	0.888801	0.9813613	0.8984296	0.8529106	0.9513578	0.835869	0.889472	0.9893015	0.9899681	0.9324739	0.8429124	0.9809612	0.8898115	0.9663352	0.9482548	0.9181101	0.9156336	0.8816981	0.8603481	0.9928572	0.968753	0.9796343	0.9810872	0.9541559	0.9458714	0.971748	0.8953139	0.9618028	0.9853485	
0.9723156	0.9480756	0.9809067	0.9030206	0.8644612	0.9605519	0.9898104	0.9844292	0.9859014	0.978574	0.9564393	0.9702961	0.9599855	0.9748955	0.9624944	0.9707594	0.9562499	0.9315982	0.8903632	0.9031475	0.9511228	0.9878607	0.9661484	0.9842671	0.9795668	0.9507453	0.9713075	0.9665744	0.9724513	0.976207	
0.8899045	0.9257257	0.9639943	0.8820858	0.886447	0.8916884	0.876552	0.951852	0.9313788	0.9037226	0.9479161	0.9666591	0.9145742	0.8945018	0.87067	0.8681198	0.8474292	0.9386171	0.8845994	0.9565549	0.9571319	0.8406799	0.8539862	0.989067	0.9572578	0.9553566	0.8426594	0.8717095	0.9428433	0.9680146	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
