c0t0v11	c0t1v11	c0t2v11	c0t3v11	c0t4v11	c1t0v11	c1t1v11	c1t2v11	c1t3v11	c1t4v11	c2t0v11	c2t1v11	c2t2v11	c2t3v11	c2t4v11	c3t0v11	c3t1v11	c3t2v11	c3t3v11	c3t4v11	c4t0v11	c4t1v11	c4t2v11	c4t3v11	c4t4v11	c5t0v11	c5t1v11	c5t2v11	c5t3v11	c5t4v11	
678.3993	517.3651	308.0038	253.2162	349.2034	669.89	97.3245	47.82437	237.7311	270.8042	149.7047	141.5246	25.41723	414.4616	264.2589	357.1662	267.4511	526.8502	619.3818	180.8111	691.9948	213.147	318.0827	185.6382	119.158	210.196	1190.037	343.4093	495.0127	653.8074	
86.48336	102.067	113.4715	205.5497	119.8316	73.91517	130.329	70.36718	35.70626	64.44116	62.93553	76.80938	24.73409	94.47179	70.79356	192.4018	97.54107	215.6609	138.4217	212.7716	54.65686	66.43589	77.53257	76.73517	71.2238	143.1864	18.70847	137.4095	31.53251	89.41604	
126.5397	323.5889	583.0646	212.4849	357.0742	265.6342	303.4263	296.8338	97.70646	280.6689	238.4233	515.8544	700.3736	60.99992	249.9636	841.9537	398.6067	341.2636	268.4641	730.9493	225.2923	47.00993	516.3491	638.4031	281.0262	877.0165	385.0019	146.2758	285.736	134.2825	
222.0951	265.7494	223.5374	164.2975	154.3163	26.01928	161.6536	125.1021	199.4927	27.55968	181.2642	340.0113	1.387406	1.700857	277.098	254.6985	216.3606	380.6159	253.4665	236.2487	119.5549	44.32598	52.60197	142.4899	72.5174	135.6768	150.0881	12.52631	10.84692	112.109	
148.9526	35.59251	37.51815	229.0608	128.1552	23.28224	50.70917	71.76614	73.47713	46.83082	16.90181	132.7286	81.02026	250.3346	28.19782	36.58556	225.1994	378.9046	252.7123	130.2583	42.84697	49.43625	176.3738	65.59042	49.21646	72.88069	127.1936	442.1122	166.7221	58.89531	
93.35925	148.5188	60.8614	33.84026	96.40351	33.76082	2.738016	22.15016	9.400112	43.66648	8.044462	157.0798	8.819736	29.80626	102.331	52.6632	45.20932	46.13807	52.65467	95.68217	10.7173	25.95368	36.01615	33.79622	21.17911	6.283063	48.90672	8.581932	0.824976	24.09113	
89.54467	123.9364	243.8718	132.3264	140.8561	277.83	270.3297	125.4702	184.5073	188.0776	271.7147	80.05012	92.57936	296.5164	91.92712	312.8216	129.2116	317.9671	414.7177	348.4444	206.6339	40.46659	34.11558	60.57417	47.24684	169.9697	99.59568	132.0572	237.9236	281.7691	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
