u	c	t	IV1	IV2	IV3	IV4	T0	T1	T	D0	D1	A0	A1	C0	C1	C	HD0	HD1	HA0	HA1	TE0	TE1	RE0	RE1	NOA	
1	1	1	0	0	0	0	
1	1	2	0	0	0	0	
1	1	3	0	0	0	0	
1	2	1	0	0	0	1	
1	2	2	0	0	0	1	
1	2	3	0	0	0	1	
1	3	1	0	0	1	0	
1	3	2	0	0	1	0	
1	3	3	0	0	1	0	
1	4	1	0	0	1	1	
1	4	2	0	0	1	1	
1	4	3	0	0	1	1	
1	5	1	0	1	0	0	
1	5	2	0	1	0	0	
1	5	3	0	1	0	0	
1	6	1	0	1	0	1	
1	6	2	0	1	0	1	
1	6	3	0	1	0	1	
1	7	1	0	1	1	0	
1	7	2	0	1	1	0	
1	7	3	0	1	1	0	
1	8	1	0	1	1	1	
1	8	2	0	1	1	1	
1	8	3	0	1	1	1	
1	9	1	1	0	0	0	
1	9	2	1	0	0	0	
1	9	3	1	0	0	0	
1	10	1	1	0	0	1	
1	10	2	1	0	0	1	
1	10	3	1	0	0	1	
1	11	1	1	0	1	0	
1	11	2	1	0	1	0	
1	11	3	1	0	1	0	
1	12	1	1	0	1	1	
1	12	2	1	0	1	1	
1	12	3	1	0	1	1	
1	13	1	1	1	0	0	
1	13	2	1	1	0	0	
1	13	3	1	1	0	0	
1	14	1	1	1	0	1	
1	14	2	1	1	0	1	
1	14	3	1	1	0	1	
1	15	1	1	1	1	0	
1	15	2	1	1	1	0	
1	15	3	1	1	1	0	
1	16	1	1	1	1	1	
1	16	2	1	1	1	1	
1	16	3	1	1	1	1	
2	1	1	0	0	0	0	
2	1	2	0	0	0	0	
2	1	3	0	0	0	0	
2	2	1	0	0	0	1	
2	2	2	0	0	0	1	
2	2	3	0	0	0	1	
2	3	1	0	0	1	0	
2	3	2	0	0	1	0	
2	3	3	0	0	1	0	
2	4	1	0	0	1	1	
2	4	2	0	0	1	1	
2	4	3	0	0	1	1	
2	5	1	0	1	0	0	
2	5	2	0	1	0	0	
2	5	3	0	1	0	0	
2	6	1	0	1	0	1	
2	6	2	0	1	0	1	
2	6	3	0	1	0	1	
2	7	1	0	1	1	0	
2	7	2	0	1	1	0	
2	7	3	0	1	1	0	
2	8	1	0	1	1	1	
2	8	2	0	1	1	1	
2	8	3	0	1	1	1	
2	9	1	1	0	0	0	
2	9	2	1	0	0	0	
2	9	3	1	0	0	0	
2	10	1	1	0	0	1	
2	10	2	1	0	0	1	
2	10	3	1	0	0	1	
2	11	1	1	0	1	0	
2	11	2	1	0	1	0	
2	11	3	1	0	1	0	
2	12	1	1	0	1	1	
2	12	2	1	0	1	1	
2	12	3	1	0	1	1	
2	13	1	1	1	0	0	
2	13	2	1	1	0	0	
2	13	3	1	1	0	0	
2	14	1	1	1	0	1	
2	14	2	1	1	0	1	
2	14	3	1	1	0	1	
2	15	1	1	1	1	0	
2	15	2	1	1	1	0	
2	15	3	1	1	1	0	
2	16	1	1	1	1	1	
2	16	2	1	1	1	1	
2	16	3	1	1	1	1	
3	1	1	0	0	0	0	
3	1	2	0	0	0	0	
3	1	3	0	0	0	0	
3	2	1	0	0	0	1	
3	2	2	0	0	0	1	
3	2	3	0	0	0	1	
3	3	1	0	0	1	0	
3	3	2	0	0	1	0	
3	3	3	0	0	1	0	
3	4	1	0	0	1	1	
3	4	2	0	0	1	1	
3	4	3	0	0	1	1	
3	5	1	0	1	0	0	
3	5	2	0	1	0	0	
3	5	3	0	1	0	0	
3	6	1	0	1	0	1	
3	6	2	0	1	0	1	
3	6	3	0	1	0	1	
3	7	1	0	1	1	0	
3	7	2	0	1	1	0	
3	7	3	0	1	1	0	
3	8	1	0	1	1	1	
3	8	2	0	1	1	1	
3	8	3	0	1	1	1	
3	9	1	1	0	0	0	
3	9	2	1	0	0	0	
3	9	3	1	0	0	0	
3	10	1	1	0	0	1	
3	10	2	1	0	0	1	
3	10	3	1	0	0	1	
3	11	1	1	0	1	0	
3	11	2	1	0	1	0	
3	11	3	1	0	1	0	
3	12	1	1	0	1	1	
3	12	2	1	0	1	1	
3	12	3	1	0	1	1	
3	13	1	1	1	0	0	
3	13	2	1	1	0	0	
3	13	3	1	1	0	0	
3	14	1	1	1	0	1	
3	14	2	1	1	0	1	
3	14	3	1	1	0	1	
3	15	1	1	1	1	0	
3	15	2	1	1	1	0	
3	15	3	1	1	1	0	
3	16	1	1	1	1	1	
3	16	2	1	1	1	1	
3	16	3	1	1	1	1	
4	1	1	0	0	0	0	
4	1	2	0	0	0	0	
4	1	3	0	0	0	0	
4	2	1	0	0	0	1	
4	2	2	0	0	0	1	
4	2	3	0	0	0	1	
4	3	1	0	0	1	0	
4	3	2	0	0	1	0	
4	3	3	0	0	1	0	
4	4	1	0	0	1	1	
4	4	2	0	0	1	1	
4	4	3	0	0	1	1	
4	5	1	0	1	0	0	
4	5	2	0	1	0	0	
4	5	3	0	1	0	0	
4	6	1	0	1	0	1	
4	6	2	0	1	0	1	
4	6	3	0	1	0	1	
4	7	1	0	1	1	0	
4	7	2	0	1	1	0	
4	7	3	0	1	1	0	
4	8	1	0	1	1	1	
4	8	2	0	1	1	1	
4	8	3	0	1	1	1	
4	9	1	1	0	0	0	
4	9	2	1	0	0	0	
4	9	3	1	0	0	0	
4	10	1	1	0	0	1	
4	10	2	1	0	0	1	
4	10	3	1	0	0	1	
4	11	1	1	0	1	0	
4	11	2	1	0	1	0	
4	11	3	1	0	1	0	
4	12	1	1	0	1	1	
4	12	2	1	0	1	1	
4	12	3	1	0	1	1	
4	13	1	1	1	0	0	
4	13	2	1	1	0	0	
4	13	3	1	1	0	0	
4	14	1	1	1	0	1	
4	14	2	1	1	0	1	
4	14	3	1	1	0	1	
4	15	1	1	1	1	0	
4	15	2	1	1	1	0	
4	15	3	1	1	1	0	
4	16	1	1	1	1	1	
4	16	2	1	1	1	1	
4	16	3	1	1	1	1	
5	1	1	0	0	0	0	
5	1	2	0	0	0	0	
5	1	3	0	0	0	0	
5	2	1	0	0	0	1	
5	2	2	0	0	0	1	
5	2	3	0	0	0	1	
5	3	1	0	0	1	0	
5	3	2	0	0	1	0	
5	3	3	0	0	1	0	
5	4	1	0	0	1	1	
5	4	2	0	0	1	1	
5	4	3	0	0	1	1	
5	5	1	0	1	0	0	
5	5	2	0	1	0	0	
5	5	3	0	1	0	0	
5	6	1	0	1	0	1	
5	6	2	0	1	0	1	
5	6	3	0	1	0	1	
5	7	1	0	1	1	0	
