user	condition	trial	RTech	ViewCtrl	Release	T0	T1	TT	D0	D1	A0	A1	C0	C1	CC	HD0	HD1	HA0	HA1	TE0	TE1	RE0	RE1	NOA	
11	8	2	0	1	1	1	2.434021	10.14444	12.57846	0.9939654	0.03473562	96.93535	4.15998	1	2	3	0.7464451	0.7549676	159.9767	308.2891	0.727588	0.2296677	0.3546774	0.2009375	1	
11	8	3	0	1	1	1	3.861115	4.755554	8.616669	1.10373	0.03010822	27.03726	3.188191	1	1	2	0.8108963	0.4592249	250.7315	94.50331	0.6054972	0.4317467	0.3374785	0.2291207	1	
12	1	1	0	0	0	0	7.185913	36.97778	44.1637	1.913246	0.04387561	28.59401	2.443146	1	5	6	1.253002	2.060503	482.705	568.7117	0.5447543	0.2806946	0.2281435	0.04639231	1	
12	1	2	0	0	0	0	2.857666	30.48889	33.34656	0.8947763	0.06235632	117.4582	2.989248	1	4	5	0.557928	1.830252	95.18568	541.02	0.9419502	0.0912426	0.8884182	0.2143051	1	
12	1	3	0	0	0	0	4.178101	40.83337	45.01147	0.974905	0.008798463	101.1091	1.947956	1	6	7	0.7454166	2.487037	171.1457	770.7723	0.9315733	0.1135845	0.7576154	0.1332683	1	
12	2	1	0	0	0	1	1.767517	39.16669	40.9342	0.9451014	0.01333695	92.75645	1.85956	0	5	5	0.6503495	2.24509	103.503	695.1626	0.7850256	0.1557495	0.4567718	0.1323461	1	
12	2	2	0	0	0	1	2.297607	28.43335	30.73096	0.9984682	0.02046922	125.7082	1.61103	1	5	6	0.6390247	2.543336	103.9883	712.1274	0.9128764	0.09673209	0.7782412	0.1777594	1	
12	2	3	0	0	0	1	4.042908	27.1333	31.17621	1.067033	0.0294568	29.40164	0.6829933	3	5	8	0.9209877	1.887672	230.4494	547.3441	0.8457621	0.1866407	0.5878012	0.05228171	1	
12	3	1	0	0	1	0	4.768982	27.98889	32.75787	1.546375	0.03273366	29.52704	4.830653	1	3	4	0.78882	1.903447	201.2114	548.6446	0.83856	0.2347018	0.6277571	0.05410673	1	
12	3	2	0	0	1	0	6.261902	24.8667	31.1286	0.9355637	0.02132401	135.1546	1.420486	2	4	6	0.7310334	1.91719	196.8769	569.3743	0.8994642	0.1033895	0.7542951	0.2378855	1	
12	3	3	0	0	1	0	6.182922	45.28888	51.4718	0.9947708	0.003346224	68.80405	1.358523	2	5	7	0.8925707	3.037525	187.2518	964.3548	0.8732551	0.09475233	0.7977542	0.07066648	1	
12	4	1	0	0	1	1	9.183472	41.16666	50.35013	0.9994177	0.01226843	62.54545	1.254899	2	6	8	1.065163	2.68958	245.8793	879.8912	0.7858483	0.1064742	0.5624477	0.07135879	1	
12	4	2	0	0	1	1	7.463837	21.85556	29.3194	1.856694	0.01538724	29.35054	2.392317	1	3	4	1.267521	1.430917	389.8988	376.1967	0.6786065	0.3315996	0.3812851	0.08125604	1	
12	4	3	0	0	1	1	15.74014	28.61111	44.35126	2.432307	0.005181289	29.96219	0.9039493	8	5	13	2.522226	1.680075	1104.314	437.5428	0.6331926	0.4611692	0.136601	0.06937133	1	
12	5	1	0	1	0	0	11.18118	35.78891	46.97009	0.9881375	0.1044192	167.457	4.66644	3	3	6	1.276905	2.294568	294.1338	843.3259	0.7709036	0.143068	0.1352734	0.1715722	1	
12	5	2	0	1	0	0	9.300049	42.5	51.80005	0.998904	0.01888817	153.5204	0.9946439	2	4	6	1.470728	2.243688	363.8607	709.5884	0.5999776	0.1260477	0.3128573	0.1962625	1	
12	5	3	0	1	0	0	5.179688	37.61108	42.79077	0.9951934	0.004648978	120.6731	0.2683408	1	2	3	1.017962	2.487799	257.5057	635.0325	0.7673132	0.1139277	0.26179	0.1954083	1	
12	6	1	0	1	0	1	4.474426	17.36664	21.84106	0.9383574	0.02316271	128.532	2.913931	1	4	5	1.371764	1.085831	328.0003	386.4985	0.3936099	0.1738743	0.2552837	0.3054132	1	
12	6	2	0	1	0	1	3.023438	24.07776	27.1012	0.9821149	0.04313114	102.0189	1.338207	1	5	6	0.821148	1.478615	158.6065	506.808	0.7070362	0.1333068	0.5928386	0.1834698	1	
12	6	3	0	1	0	1	1.190063	64.01111	65.20117	0.9977747	0.008539591	109.6934	0.3189808	0	10	10	0.5062904	3.834795	75.70393	962.2093	0.9245759	0.1000115	0.8004883	0.1535432	1	
12	7	1	0	1	1	0	3.687866	36.10004	39.7879	4.916358	0.02942005	29.76814	1.599816	1	4	5	0.5862494	2.285049	105.936	459.5244	0.8941504	0.460104	0.7817204	0.1071385	1	
12	7	2	0	1	1	0	4.353271	30.43335	34.78662	0.9673175	0.0337089	83.62833	2.186855	1	3	4	0.8234932	1.583864	171.1684	326.197	0.7442395	0.2375485	0.5739332	0.3050309	1	
12	7	3	0	1	1	0	3.279175	68.15552	71.43469	0.9919521	0.00445301	132.9081	0.6452813	1	10	11	0.7115315	4.660212	128.0915	1607.793	0.9583346	0.05038624	0.8109758	0.07139567	2	
12	8	1	0	1	1	1	1.928101	22.31116	24.23926	0.9737176	0.01873997	131.5602	2.288984	0	3	3	0.7588761	1.550301	147.1572	690.0519	0.7003941	0.1068265	0.2845503	0.145257	1	
12	8	2	0	1	1	1	2.756226	12.40002	15.15625	0.9520987	0.01066011	67.19745	0.5293398	1	1	2	0.8106284	0.8348924	147.2656	229.4944	0.664274	0.1996147	0.5073088	0.3355088	1	
12	8	3	0	1	1	1	1.351563	55.41113	56.7627	0.9952386	0.004493149	145.6434	0.4747765	0	5	5	0.6628754	2.361801	112.8778	750.1796	0.9129243	0.1808601	0.5823626	0.2301704	1	
13	1	1	0	0	0	0	5.725342	39.24438	44.96973	0.9604176	0.1772312	93.04467	7.939509	2	11	13	0.6546298	2.675169	138.8629	1031.731	0.8849511	0.06252302	0.4504994	0.08458195	1	
13	1	2	0	0	0	0	6.848145	14.34448	21.19263	5.437299	0.2295857	29.8905	5.936949	2	3	5	0.7855333	1.190054	307.8553	310.0709	0.6888691	0.6770827	0.4168305	0.1108901	1	
13	1	3	0	0	0	0	16.74731	11.40015	28.14746	0.9998595	0.03803444	126.7311	2.097331	6	4	10	1.827844	0.7856308	806.5128	335.0893	0.598837	0.1516977	0.1955149	0.3775965	1	
13	2	1	0	0	0	1	5.153564	11.1333	16.28687	0.933681	0.2203392	97.89512	6.092394	3	4	7	1.110116	1.218804	377.3706	601.8159	0.7395909	0.1330869	0.3229162	0.1590117	1	
13	2	2	0	0	0	1	2.012939	16.71118	18.72412	0.9880319	0.0796589	133.1868	3.802297	1	6	7	0.6872407	1.205974	115.4938	528.0552	0.8604353	0.1046861	0.7884924	0.2587203	1	
13	2	3	0	0	0	1	2.094727	41.08887	43.18359	0.9978779	0.1472843	114.2617	3.936034	1	22	23	0.7600557	4.867419	187.9433	2511.565	0.8096898	0.03382701	0.4648772	0.04567642	1	
13	3	1	0	0	1	0	13.8606	33.30005	47.16064	0.9913065	0.2328529	97.69814	3.673499	3	9	12	1.251126	1.782504	399.6675	647.0732	0.63921	0.115021	0.09847551	0.1559776	1	
13	3	2	0	0	1	0	16.15942	17.71094	33.87036	0.9929061	0.113669	108.7216	3.896656	4	4	8	1.065553	0.8519624	354.9167	401.273	0.8077411	0.2625802	0.266344	0.2710053	1	
13	3	3	0	0	1	0	9.550781	36.84448	46.39526	0.978156	0.04465928	59.54887	1.385902	2	7	9	1.170575	1.701433	328.2219	640.7464	0.8070929	0.1369522	0.3658431	0.09459741	1	
13	4	1	0	0	1	1	2.310791	15.01123	17.32202	0.9894148	0.0826195	58.70546	2.689878	1	5	6	0.5770308	1.264383	160.7436	734.0628	0.8919983	0.1160647	0.5430737	0.07930224	1	
13	4	2	0	0	1	1	12.62305	19.28882	31.91187	0.9663705	0.01506204	39.98534	3.316477	14	2	16	1.599115	0.8732079	858.7451	398.0949	0.4569326	0.177661	0.1615481	0.1083588	1	
13	4	3	0	0	1	1	4.845215	46.38892	51.23413	0.9985931	0.1470625	78.00191	5.066237	3	23	26	0.889249	2.700168	257.6315	1755.167	0.7355828	0.05207628	0.4713403	0.04522529	1	
13	5	1	0	1	0	0	17.06165	40.08887	57.15051	5.258158	0.1070023	27.35767	2.468009	4	9	13	1.568895	2.103735	620.5179	1072.628	0.3903569	0.3715309	0.1608164	0.01811868	1	
13	5	2	0	1	0	0	23.81506	20.1333	43.94836	2.5913	0.1929021	29.45293	6.386448	6	5	11	1.544123	1.092454	678.8064	311.8519	0.705849	0.5169113	0.1029356	0.110586	1	
13	5	3	0	1	0	0	9.724854	218.3333	228.0581	0.9943064	0.05567335	93.65159	3.080299	3	41	44	1.081175	10.6745	270.5235	4815.448	0.8894808	0.02379036	0.3600838	0.0143099	6	
13	6	1	0	1	0	1	3.178467	37.43335	40.61182	6.417138	0.2680124	29.15978	3.019212	1	14	15	0.3245581	3.723959	89.38924	1922.051	0.9188191	0.2544401	0.8526534	0.008546079	1	
13	6	2	0	1	0	1	6.785889	8.900146	15.68604	1.351279	0.1567865	28.66197	12.16901	6	1	7	1.176975	0.7657815	386.1421	178.7019	0.5086847	0.4946357	0.2376613	0.1974385	1	
13	6	3	0	1	0	1	4.817139	308.2332	313.0503	0.9845046	0.2718175	134.4214	2.957922	3	166	169	0.9462526	28.9744	271.5395	15064.19	0.8360075	0.00666678	0.1943622	0.005470517	2	
13	7	1	0	1	1	0	8.866455	48.62207	57.48853	0.9825935	0.05700558	105.9465	7.051734	3	12	15	0.8327016	1.353094	140.8698	557.5526	0.9532172	0.2203742	0.7850013	0.1626606	1	
13	7	2	0	1	1	0	11.23413	27.77783	39.01196	4.840975	0.04071729	29.43513	1.520551	3	6	9	1.106738	2.065394	350.8887	596.9772	0.5947016	0.3278288	0.2661684	0.04245031	1	
13	7	3	0	1	1	0	12.36353	26.52222	38.88574	1.568198	0.07142133	28.91756	2.77129	5	6	11	1.224224	0.8496828	363.5342	309.7683	0.7350906	0.4090378	0.2165106	0.08958348	1	
13	8	1	0	1	1	1	2.331299	14.07788	16.40918	3.616566	0.3605354	29.50627	6.787229	1	6	7	0.5367848	1.290426	144.3819	533.4746	0.8394892	0.4308308	0.4935426	0.03236815	1	
13	8	2	0	1	1	1	3.959473	7.133301	11.09277	2.948445	0.3456915	29.3186	3.401537	3	1	4	0.5638584	0.8756567	213.9163	238.6389	0.7785491	0.3410373	0.3835007	0.08776464	1	
13	8	3	0	1	1	1	1.823975	9.844238	11.66821	0.9811206	0.09662873	106.5041	3.944776	1	6	7	0.6532033	0.8377332	129.5617	470.6446	0.875579	0.2431549	0.7384093	0.1360436	1	
14	1	1	0	0	0	0	1.006348	8.233154	9.239502	0.999921	0.9956197	65.77361	7.6077	0	2	2	0.5746165	0.6541104	97.90948	282.6757	0.9780387	0.406534	0.7971745	0.2220007	1	
14	1	2	0	0	0	0	2.134521	11	13.13452	2.630311	0.04841424	29.10699	8.299274	0	3	3	0.9217196	0.9630751	222.3422	324.0249	0.7038471	0.4790512	0.5309263	0.08270747	1	
14	1	3	0	0	0	0	5.694824	21.15576	26.85059	2.706955	0.04233831	29.83393	2.436087	2	4	6	1.071771	2.064792	301.8181	659.4314	0.8670057	0.3439843	0.4178838	0.04147853	5	
14	2	1	0	0	0	1	2.512451	7.177979	9.69043	0.9468994	0.1578585	56.9421	2.695692	0	1	1	1.025536	0.9800467	326.5876	395.1059	0.7239238	0.161037	0.280605	0.1367513	1	
14	2	2	0	0	0	1	1.846436	7.277832	9.124268	3.105443	0.09520927	28.93137	7.744131	0	2	2	0.7003489	0.7776919	225.5062	287.0963	0.8311747	0.7619578	0.5452763	0.06860694	1	
14	2	3	0	0	0	1	2.056641	4.211182	6.267822	0.9964823	0.2763734	42.89679	5.406983	0	1	1	0.8241408	0.4821392	236.7658	296.9686	0.8749062	0.2790354	0.4461668	0.1504081	1	
14	3	1	0	0	1	0	6.089844	5.333496	11.42334	1.423985	0.1344026	29.77223	10.65335	2	0	2	1.201052	0.7981143	325.6731	230.9922	0.8036327	0.4407623	0.3937836	0.1166268	1	
14	3	2	0	0	1	0	19.10864	10.55566	29.66431	2.747847	0.1871748	29.82956	4.180255	5	2	7	3.236597	1.308428	1127.449	525.3542	0.5668651	0.4618296	0.1207007	0.05754164	1	
14	3	3	0	0	1	0	1.838867	7.388916	9.227783	0.9995025	0.01442941	98.63691	3.81463	0	1	1	0.8679038	0.9984105	185.0573	318.0123	0.7924168	0.09235038	0.4657885	0.2900717	1	
14	4	1	0	0	1	1	3.739258	9.55542	13.29468	0.9733292	0.02255715	58.36309	1.99088	1	3	4	1.528602	1.572902	282.5113	653.3496	0.4060627	0.07660726	0.348219	0.08653852	1	
14	4	2	0	0	1	1	0.9807129	10.15576	11.13647	0.9943624	0.02149269	119.997	5.617354	0	2	2	0.5331262	0.9435318	87.58533	395.1909	0.9757873	0.1811355	0.7420945	0.300447	1	
14	4	3	0	0	1	1	4.555664	6.966553	11.52222	2.100393	0.02284773	29.92013	2.361692	1	1	2	1.135855	0.5917192	430.6084	238.8661	0.750972	0.6097587	0.3042336	0.1242514	1	
14	5	1	0	1	0	0	3.658447	12.08887	15.74731	0.9033955	0.3446558	52.79642	10.9153	1	3	4	0.6824948	0.7080247	114.7361	277.2923	0.9546726	0.3703467	0.857284	0.1863325	1	
14	5	2	0	1	0	0	8.823486	7.533203	16.35669	1.604321	0.2211246	28.88775	20.48246	4	1	5	1.188159	0.6796252	326.6999	248.8704	0.848555	0.5359977	0.2415359	0.130322	1	
14	5	3	0	1	0	0	10.20264	5.288818	15.49146	2.092098	0.4129702	28.32325	7.504457	2	1	3	1.675985	0.568774	596.6988	181.4921	0.7645287	0.7441579	0.1415451	0.09359904	1	
14	6	1	0	1	0	1	0.9951172	11.47778	12.4729	0.9860739	0.7673397	58.61991	7.183556	0	5	5	0.468215	1.195258	69.74445	409.8284	1.00071	0.1293018	0.8649701	0.1058771	1	
14	6	2	0	1	0	1	1.384033	10.27783	11.66187	0.987706	0.0303707	95.44287	2.799953	0	2	2	0.5706811	0.8635037	96.4673	287.5181	0.9375555	0.2028132	0.5329995	0.2890981	1	
14	6	3	0	1	0	1	5.470947	20	25.47095	0.9999639	0.1091321	48.36692	3.611822	3	8	11	1.27867	2.31975	344.7116	988.4479	0.7092041	0.08537368	0.2294513	0.03095125	2	
14	7	1	0	1	1	0	3.991943	15.76685	19.75879	0.9643484	0.04409024	40.70805	5.231827	1	4	5	1.033303	0.8929921	188.5503	290.6423	0.7022161	0.256972	0.4957518	0.1208496	1	
14	7	2	0	1	1	0	0.958252	17.19995	18.1582	0.9853263	0.08299549	110.0593	7.614493	0	5	5	0.5060491	1.18773	70.17237	490.9072	0.9801934	0.1740202	0.9156941	0.1526219	1	
14	7	3	0	1	1	0	18.60596	9.588867	28.19482	1.942698	0.09555256	29.89363	10.55601	5	2	7	2.476438	0.7374363	1070.045	186.7407	0.6402993	0.6519455	0.07325906	0.1192025	1	
14	8	1	0	1	1	1	4.824219	5.48877	10.31299	1.077626	0.02604822	28.81656	4.380168	2	1	3	0.9386589	0.8480683	188.1987	214.1923	0.8354626	0.1462646	0.4678247	0.09532744	1	
14	8	2	0	1	1	1	8.615479	11.9668	20.58228	0.9910942	0.06784786	66.04996	5.038033	3	2	5	1.869001	1.196543	643.8492	477.3749	0.5992283	0.1905495	0.1181047	0.09299162	1	
14	8	3	0	1	1	1	9.018311	7.43335	16.45166	1.7104	0.1136854	29.0285	2.174291	4	2	6	2.1498	1.003331	630.7849	347.9808	0.6279913	0.3061199	0.1227234	0.04661974	1	
15	1	1	0	0	0	0	5.473145	46.91113	52.38428	4.620925	0.04121531	29.46773	1.467108	2	7	9	0.6791288	1.914984	277.3698	622.1702	0.7546856	0.3995555	0.3895494	0.04804167	1	
15	1	2	0	0	0	0	8.854004	25.19971	34.05371	2.907473	0.01298414	29.71683	1.477209	3	5	8	0.9682591	1.358871	360.2951	433.748	0.6332447	0.4405396	0.369224	0.06576677	1	
15	1	3	0	0	0	0	19.68311	28.08887	47.77197	0.9844358	0.02239038	37.81974	2.962946	5	5	10	1.487662	1.256175	713.9033	665.0555	0.5364273	0.2027974	0.2308016	0.05838151	1	
15	2	1	0	0	0	1	1.956055	18.72217	20.67822	0.9769817	0.02071831	65.93907	1.281438	1	5	6	0.3959073	0.9263116	112.1157	518.8255	0.8889647	0.1587067	0.7507811	0.1263943	1	
15	2	2	0	0	0	1	3.246582	17.42188	20.66846	0.9872454	0.0147733	53.46978	0.9048147	2	5	7	0.5744413	1.039411	214.0511	602.2148	0.8112654	0.1781764	0.5158774	0.08749741	1	
15	2	3	0	0	0	1	2.070313	40.80029	42.87061	0.969501	0.01438478	109.5403	1.7592	1	20	21	0.4959305	3.128579	135.5518	1600.879	0.7202246	0.03504253	0.4984449	0.0678587	1	
15	3	1	0	0	1	0	4.162598	17.87793	22.04053	3.190058	0.02137735	29.93259	0.9039493	2	2	4	0.4533279	0.9372889	177.2958	317.0464	0.7666668	0.4753808	0.6372594	0.08890748	1	
15	3	2	0	0	1	0	10.3125	22.19971	32.51221	6.278712	0.02547216	29.83097	2.134691	4	5	9	0.6668211	1.182331	414.7492	400.3503	0.7787273	0.423299	0.2665023	0.0744518	1	
15	3	3	0	0	1	0	7.873535	26.57764	34.45117	2.664343	0.02764065	29.66226	3.790131	3	6	9	0.6268763	0.8582107	269.734	325.9064	0.7126199	0.5337365	0.5291829	0.08510317	1	
15	4	1	0	0	1	1	3.498535	29.6665	33.16504	3.718246	0.03973147	29.25752	2.611925	3	7	10	0.5461275	1.821659	325.4216	743.3022	0.7765687	0.2387407	0.435428	0.04129935	1	
15	4	2	0	0	1	1	7.957031	22.22217	30.1792	0.9973169	0.04058651	41.74688	4.996524	5	7	12	1.069354	1.104734	613.3257	634.3243	0.6800168	0.1961197	0.2033635	0.06808947	1	
15	4	3	0	0	1	1	1.890137	13.25586	15.146	5.92162	0.04749984	29.83831	2.535898	1	4	5	0.4519798	1.237118	170.1268	513.0273	0.8233781	0.4104489	0.7112938	0.0540222	1	
15	5	1	0	1	0	0	4.019531	15.77783	19.79736	2.034552	0.01868242	29.83187	0.7793354	1	2	3	0.4904799	0.8338745	157.2819	298.4684	0.8761227	0.3619824	0.5965209	0.09510362	1	
15	5	2	0	1	0	0	3.051758	25.43311	28.48486	1.500103	0.02195942	27.43013	0.4423469	1	4	5	0.4255084	1.443293	117.6458	525.9417	0.9119469	0.220446	0.6853263	0.04608224	1	
15	5	3	0	1	0	0	20.08984	18.98877	39.07861	1.021588	0.0719896	29.52774	5.393064	6	2	8	1.756536	0.9801215	1079.288	427.5098	0.5712693	0.2415107	0.07311357	0.07195342	1	
15	6	1	0	1	0	1	4.381836	20.11084	24.49268	0.9838971	0.03982893	71.47127	2.256264	2	3	5	0.6859716	1.078793	269.1094	497.5811	0.7987645	0.1863822	0.1996272	0.1246488	1	
15	6	2	0	1	0	1	9.861328	22.47754	32.33887	2.692968	0.04325352	28.97143	2.371944	5	3	8	1.523697	1.127596	692.7999	435.5096	0.5165328	0.4418683	0.09336186	0.06338883	1	
15	6	3	0	1	0	1	4.932617	23.52197	28.45459	4.262692	0.06412406	29.8895	1.92979	2	5	7	0.7445242	1.35392	276.526	466.7664	0.7753294	0.418262	0.2653066	0.06543389	1	
15	7	1	0	1	1	0	9.031738	39.93311	48.96484	1.566368	0.03587719	29.99948	4.822055	2	5	7	0.9233801	1.368082	357.8109	586.4509	0.6946712	0.2792586	0.2641472	0.06321175	1	
15	7	2	0	1	1	0	15.65723	34.72217	50.37939	1.698756	0.008288128	28.42293	2.020538	3	5	8	1.350443	1.189101	685.605	437.1743	0.6956248	0.3462386	0.1383917	0.08862311	1	
15	7	3	0	1	1	0	9.25293	81.93311	91.18604	0.9898536	0.02761469	122.6753	3.910294	3	15	18	0.79213	4.648018	246.0755	3421.72	0.8305712	0.04099748	0.4348495	0.02247825	1	
15	8	1	0	1	1	1	5.764648	19.73291	25.49756	1.641869	0.03198083	29.87321	1.715956	1	2	3	0.7878498	0.9354419	349.4836	456.5953	0.7672328	0.359806	0.2286752	0.06019506	1	
15	8	2	0	1	1	1	2.364258	43.95557	46.31982	3.267365	0.05447665	29.95091	2.797995	1	4	5	0.3893123	2.194646	163.2017	957.9158	0.833954	0.2342638	0.4838859	0.0307245	1	
15	8	3	0	1	1	1	13.25	24.55566	37.80566	4.010054	0.007681001	29.13467	1.079185	5	7	12	1.668202	1.276342	897.1761	505.6647	0.7372932	0.5173091	0.08591005	0.04724751	1	
16	1	1	0	0	0	0	11.86279	30.22217	42.08496	0.9850085	0.1577121	36.46964	1.501906	2	3	5	1.150959	1.081628	396.5898	423.6038	0.7445964	0.3333594	0.3462412	0.08269662	1	
16	1	2	0	0	0	0	6.148438	41.1333	47.28174	3.621542	0.1444309	29.86769	8.418204	1	5	6	0.7770827	2.519158	211.1	857.8403	0.8364192	0.3708377	0.5985353	0.04277528	1	
16	1	3	0	0	0	0	9.844238	106.1113	115.9556	0.995003	0.1761353	89.46027	7.753027	2	15	17	1.187415	5.550647	287.2362	3106.628	0.8217623	0.06893654	0.5708412	0.02870066	1	
16	2	1	0	0	0	1	8.427734	12.6001	21.02783	0.917109	0.3511387	50.60035	1.907352	2	1	3	1.252262	0.8056387	378.5993	374.7903	0.6902676	0.3413134	0.2443111	0.1286641	1	
16	2	2	0	0	0	1	6.594727	83.15527	89.75	0.991723	0.3128219	87.91732	3.025946	3	17	20	0.9957066	6.396001	270.7967	4038.966	0.7643	0.05724254	0.3308295	0.02208449	1	
16	2	3	0	0	0	1	9.006348	50.9668	59.97314	0.9974319	0.04962199	49.88242	1.475619	4	18	22	1.444222	4.072503	374.2332	2164.031	0.6319623	0.0585657	0.3838621	0.02248178	1	
16	3	1	0	0	1	0	6.601074	43.06689	49.66797	0.9987486	0.09158061	88.47247	1.449395	2	9	11	0.8849785	1.505948	200.5635	763.9233	0.8558519	0.2206794	0.729277	0.1153822	1	
16	3	2	0	0	1	0	6.019531	31.61133	37.63086	0.9987335	0.01883784	109.4174	1.835411	2	4	6	0.5248814	1.053324	144.1877	528.0573	0.9378482	0.306754	0.7653629	0.2049152	1	
16	3	3	0	0	1	0	3.42041	57.14453	60.56494	0.9610329	0.01293092	81.12305	1.135725	1	6	7	0.5968785	2.028745	147.3569	971.0734	0.8935285	0.1037058	0.7288858	0.08377851	1	
16	4	1	0	0	1	1	5.327637	38.27783	43.60547	0.9939966	0.01967468	35.70768	1.078459	2	5	7	0.9330224	1.316635	197.0534	424.0352	0.7892632	0.2719279	0.5379809	0.08271737	1	
16	4	2	0	0	1	1	5.348633	28.1665	33.51514	0.9909987	0.04688139	62.86693	1.143965	1	3	4	1.146353	1.099652	327.6685	369.895	0.574288	0.3243294	0.2511085	0.1684648	1	
16	4	3	0	0	1	1	4.768555	43.65527	48.42383	0.998775	0.06675039	84.6208	1.772498	2	8	10	0.6787897	3.032099	184.2818	1804.953	0.8939731	0.08530787	0.6703073	0.04742458	1	
16	5	1	0	1	0	0	6.812988	66.57764	73.39063	0.9482391	0.07050408	131.1888	3.669661	2	17	19	0.8136694	3.174722	208.3618	1864.528	0.8123174	0.07621157	0.5132084	0.0503712	1	
16	5	2	0	1	0	0	8.311035	13.31104	21.62207	0.9843698	0.3134562	78.38056	4.068456	2	1	3	0.9740971	0.5216453	227.2316	152.7704	0.6915058	0.6874069	0.1982715	0.6439381	1	
16	5	3	0	1	0	0	11.12988	54.04443	65.17432	0.9955211	0.1073816	117.8137	6.645914	3	8	11	1.175786	2.22471	343.1681	1032.18	0.7736443	0.1602175	0.2349139	0.09675983	1	
16	6	1	0	1	0	1	4.709961	17.95557	22.66553	0.9846191	0.1938704	97.05989	6.04193	2	3	5	0.8412367	1.058182	210.0009	460.1674	0.8948641	0.4061072	0.4890308	0.2066212	1	
16	6	2	0	1	0	1	5.867676	32.85547	38.72314	0.997879	0.2445572	129.076	15.51312	3	8	11	0.9313918	1.964403	229.8529	1151.917	0.7699286	0.1737025	0.4515577	0.07953354	1	
16	6	3	0	1	0	1	3.767578	79.27783	83.04541	0.9917965	0.867883	128.0029	10.32525	2	44	46	0.8582489	5.28486	184.45	3607.412	0.8609934	0.03010449	0.4653815	0.02052079	1	
16	7	1	0	1	1	0	10.40283	17.04443	27.44727	0.991172	0.3385268	52.27039	3.085631	2	2	4	1.10715	0.6680163	258.3812	233.8754	0.7013965	0.6406766	0.2570536	0.2362103	1	
16	7	2	0	1	1	0	11.84863	18.41064	30.25928	0.9833481	0.2484832	103.2533	4.654681	2	1	3	1.01292	0.8880115	301.281	391.397	0.8283936	0.3417244	0.2219091	0.2774185	1	
16	7	3	0	1	1	0	5.343262	48.8667	54.20996	0.9987633	0.02722123	109.9538	2.889924	1	5	6	0.8453966	3.020163	243.7551	1666.78	0.8405058	0.07155935	0.3507777	0.04672884	1	
16	8	1	0	1	1	1	2.291992	63.78906	66.08105	5.04041	0.02251915	29.11531	2.50734	0	13	13	0.7607943	4.490174	165.9263	2222.363	0.9044582	0.225542	0.4478731	0.008741364	1	
16	8	2	0	1	1	1	5.726563	67.5	73.22656	0.9999097	0.0521431	149.8659	3.81463	1	9	10	1.310933	3.898931	394.9447	1878.361	0.457536	0.05062185	0.2237644	0.0620033	1	
16	8	3	0	1	1	1	9.454102	30.17773	39.63184	0.9768051	0.01312923	74.5371	0.8784806	3	4	7	1.470917	1.19741	407.1212	573.3868	0.6895159	0.2654195	0.2599446	0.1132044	1	
