user	condition	trial	RTech	ViewCtrl	Release	T0	T1	TT	D0	D1	A0	A1	C0	C1	CC	HD0	HD1	HA0	HA1	TE0	TE1	RE0	RE1	NOA	
6	4	1	0	0	1	1	4.27832	8.400391	12.67871	0.999597	0.240041	43.98395	8.126347	1	3	4	1.165597	0.7846929	203.8684	230.7066	0.6871211	0.2023047	0.5002779	0.169908	1	
6	4	2	0	0	1	1	3.235352	8.956055	12.19141	0.9777576	0.08870865	104.1043	4.199314	1	1	2	0.8564211	0.6895021	157.3127	271.4487	0.578136	0.2420981	0.5273858	0.3699172	1	
6	4	3	0	0	1	1	28.81738	20.85547	49.67285	0.981351	0.1453443	55.65331	10.51122	17	12	29	3.344696	1.764432	1583.242	860.0671	0.4802642	0.106423	0.09140741	0.07372098	1	
6	5	1	0	1	0	0	31.99316	40.5	72.49316	0.9995217	0.2852068	91.27538	8.623414	8	12	20	2.791271	2.200306	944.4075	994.421	0.5993938	0.1785138	0.0698736	0.07093095	1	
6	5	2	0	1	0	0	12.42383	8.210938	20.63477	0.9245278	0.06125361	174.838	7.215212	1	1	2	2.300812	0.6629455	524.3807	225.16	0.1392165	0.2189839	0.1674809	0.6187288	1	
6	5	3	0	1	0	0	13.75488	116.0996	129.8545	0.9980841	0.1544877	168.7259	4.838588	3	29	32	2.689512	7.202415	639.4554	3102.069	0.3796657	0.04957389	0.1212277	0.04166565	1	
6	6	1	0	1	0	1	1.957031	40.4668	42.42383	6.449553	0.2537387	29.8285	6.228655	0	8	8	0.5350038	2.517139	93.0583	639.3239	0.9133669	0.4582616	0.8399933	0.03993033	1	
6	6	2	0	1	0	1	4.929688	22.31152	27.24121	2.346195	0.2790154	29.79435	20.05956	1	8	9	1.133065	1.768452	192.2299	500.2689	0.7692887	0.4323611	0.5103143	0.05900548	1	
6	6	3	0	1	0	1	14.66504	44.2334	58.89844	0.9901453	0.09937162	50.04251	6.877779	10	31	41	2.009179	4.038889	699.8776	1736.249	0.7565752	0.06223553	0.1527043	0.0184789	1	
6	7	1	0	1	1	0	5.976563	34.44434	40.4209	0.9989344	0.4334079	82.24536	20.38068	1	10	11	1.030665	1.448512	211.4007	568.324	0.7815062	0.321778	0.4241615	0.09505	1	
6	7	2	0	1	1	0	7.964844	16.9668	24.93164	4.553116	0.2758351	29.38446	17.7616	2	2	4	0.8738585	1.282486	187.7021	221.7482	0.9293498	0.8083607	0.4662237	0.301676	4	
6	7	3	0	1	1	0	3.913086	16.85547	20.76855	0.9573382	0.9936669	131.7274	19.46924	1	5	6	0.7580554	0.9824579	135.5011	413.851	0.8392094	0.6018821	0.8590279	0.2299691	1	
6	8	1	0	1	1	1	6.546875	7.210938	13.75781	0.9836124	0.05769731	34.93517	4.835674	2	0	2	1.595853	1.043211	277.89	307.9204	0.3823046	0.1830826	0.3626707	0.08391311	1	
6	8	2	0	1	1	1	3.398438	10.86719	14.26563	0.978409	0.09063876	119.8685	12.23789	1	3	4	0.7928548	0.694437	126.5014	206.5824	0.7831542	0.2374105	0.5765877	0.4632829	3	
6	8	3	0	1	1	1	3.149414	31.72266	34.87207	0.9898548	0.1088954	135.6067	2.724	1	11	12	0.7628849	2.981485	124.2898	1182.089	0.8575737	0.06797212	0.8177288	0.07949942	1	
7	1	1	0	0	0	0	2.807251	25.80002	28.60727	0.9651573	0.03612177	78.32829	2.595691	1	5	6	0.49191	1.193908	102.4239	471.1511	0.805685	0.2228894	0.6302823	0.1694732	1	
7	1	2	0	0	0	0	4.671783	16.51114	21.18292	0.9994057	0.03929803	117.8776	4.888011	1	4	5	0.975895	0.8051313	201.4727	382.7873	0.4857742	0.3421392	0.2321338	0.3067767	1	
7	1	3	0	0	0	0	1.709045	26.80002	28.50906	0.9965203	0.02899689	122.0995	1.833278	0	7	7	0.583697	1.163476	115.3867	570.8673	0.6719157	0.3238882	0.5468541	0.2128418	1	
7	2	1	0	0	0	1	5.713165	9.677765	15.39093	2.312721	0.01708107	29.69797	2.43094	2	1	3	1.001634	0.7313997	212.0231	205.5541	0.7536661	0.6808469	0.548759	0.1433638	1	
7	2	2	0	0	0	1	2.820221	11.07779	13.89801	0.9655718	0.02932594	74.99317	1.567693	1	1	2	0.4436679	1.064928	116.1518	330.0258	0.9124898	0.2017737	0.7125733	0.2251899	1	
7	2	3	0	0	0	1	0.6941528	11.61115	12.3053	0.844604	0.01965786	119.5331	2.860248	0	4	4	0.3158937	1.039952	81.87222	421.8414	0.938032	0.1340056	0.9023998	0.2755848	1	
7	3	1	0	0	1	0	3.095642	24.83331	27.92896	0.9528214	0.01007836	81.19919	2.183989	1	4	5	0.5378625	1.144961	115.4192	307.5495	0.843612	0.2218479	0.6274949	0.2660125	1	
7	3	2	0	0	1	0	1.593811	26.74445	28.33826	0.9619306	0.01763366	102.5487	3.149905	0	5	5	0.4398691	1.07966	91.03722	388.0771	0.8560132	0.2769094	0.7713893	0.2700327	1	
7	3	3	0	0	1	0	1.422607	20.04443	21.46704	0.9308887	0.01370386	118.6234	1.967149	0	7	7	0.5044261	0.7110553	97.00562	479.6227	0.7679288	0.441144	0.6994684	0.247738	1	
7	4	1	0	0	1	1	2.133972	17.33337	19.46735	0.9204008	0.023062	59.32588	2.827494	1	4	5	0.5459336	0.9665753	109.1324	428.8466	0.9160027	0.1813944	0.8532481	0.1402603	1	
7	4	2	0	0	1	1	2.024353	9.011108	11.03546	0.9062318	0.01486306	93.95493	2.494194	1	2	3	0.6439931	0.6352631	124.0755	236.3812	0.7138701	0.2389894	0.7642224	0.4035499	1	
7	4	3	0	0	1	1	1.569397	19.41107	20.98047	0.958145	0.04537772	153.8339	2.674996	0	9	9	0.6128889	1.856368	133.8304	816.0304	0.7487937	0.08286174	0.5261047	0.1868483	1	
7	5	1	0	1	0	0	3.706818	14.92221	18.62903	0.9954047	0.0418464	40.61081	5.625989	1	3	4	0.8336781	0.7343657	168.1974	262.8702	0.5183297	0.5316188	0.4939737	0.1635722	1	
7	5	2	0	1	0	0	3.84491	10.25555	14.10046	1.63433	0.1118286	29.48773	1.073367	1	2	3	0.5793301	0.6813965	166.1493	155.9277	0.8238608	0.6499148	0.457928	0.2104971	1	
7	5	3	0	1	0	0	0.6613159	15.33334	15.99466	0.9115062	0.02018993	105.0384	3.399926	0	3	3	0.3010325	1.038322	72.82281	454.4777	0.957497	0.1146524	0.9377415	0.1608586	1	
7	6	1	0	1	0	1	3.279968	9.966675	13.24664	0.9208807	0.04287556	79.1606	2.634603	1	1	2	0.6826243	0.7150832	142.6938	360.2914	0.6292652	0.4048062	0.3301096	0.1690938	1	
7	6	2	0	1	0	1	3.621277	15.10001	18.72128	0.9893985	0.05213926	109.0102	5.294752	1	2	3	0.6980479	0.9537454	146.0896	415.2524	0.7920609	0.3412338	0.5837589	0.2271454	1	
7	6	3	0	1	0	1	9.622314	14.58887	24.21118	1.143759	0.05026032	29.73502	4.281835	5	2	7	1.436052	0.7700553	564.2162	380.9576	0.7173598	0.5514627	0.1605428	0.07594266	1	
7	7	1	0	1	1	0	12.56106	27.14445	39.70551	0.9853172	0.03305816	107.2407	3.241757	4	5	9	1.551212	1.34599	415.0805	505.0833	0.4429151	0.2076412	0.2240989	0.1946373	1	
7	7	2	0	1	1	0	4.77607	27.07777	31.85384	0.9239779	0.02018531	123.1768	4.248429	1	4	5	0.8172765	1.473335	166.0637	587.3876	0.7285375	0.1265626	0.7008075	0.1807249	1	
7	7	3	0	1	1	0	2.17836	30.2	32.37836	0.9824153	0.01330623	145.6078	1.394348	0	6	6	0.6355529	1.369615	204.027	625.6553	0.6661904	0.2104613	0.476609	0.1859073	1	
7	8	1	0	1	1	1	1.152954	20.43333	21.58629	4.626906	0.02942496	29.33298	2.982695	0	3	3	0.3432069	1.127405	128.4274	393.7897	0.8919023	0.5386891	0.6144804	0.05241099	1	
7	8	2	0	1	1	1	4.924576	12.31111	17.23569	0.9767295	0.05109788	162.8288	1.353328	2	2	4	0.8558173	0.8865085	219.8333	339.52	0.8873686	0.2971439	0.4326858	0.3874961	1	
7	8	3	0	1	1	1	2.968979	13.55554	16.52452	0.978366	0.009208866	75.13668	1.959574	1	2	3	0.6292708	0.793636	148.2359	386.0321	0.7477396	0.3445774	0.6307535	0.1564605	1	
8	1	1	0	0	0	0	4.030029	34.71106	38.74109	0.9950373	0.05073697	65.38021	14.43748	1	6	7	0.5162581	1.416763	120.442	400.817	0.8242871	0.1314926	0.8541396	0.1462497	1	
8	1	2	0	0	0	0	9.388184	22.2666	31.65479	0.995943	0.1095744	158.3611	17.45889	3	8	11	0.9936132	0.9988754	210.9516	559.0155	0.8192838	0.2038091	0.8092642	0.300793	1	
8	1	3	0	0	0	0	78.09058	6.099976	84.19055	1.355317	0.4384679	29.91526	27.69492	20	1	21	4.46033	0.4022684	1771.717	84.09717	0.47624	0.5840915	0.08148013	0.2334837	1	
8	2	1	0	0	0	1	4.349854	47.1333	51.48315	0.9809989	0.142019	66.6328	9.595832	2	15	17	0.7354078	2.544043	151.8347	1568.369	0.8105936	0.07410967	0.8407829	0.04833423	1	
8	2	2	0	0	0	1	6.140381	14.27783	20.41821	0.9917476	0.2103331	34.04741	18.94271	3	3	6	0.9189164	0.5996532	290.0908	259.5134	0.8038759	0.2152216	0.4900734	0.1278097	1	
8	2	3	0	0	0	1	3.024048	14.64441	17.66846	0.9707584	0.03920702	109.8891	9.078653	1	5	6	0.804578	1.076581	230.6626	393.7852	0.6429462	0.1452987	0.5200599	0.2589187	1	
8	3	1	0	0	1	0	8.824829	13.8999	22.72473	1.336695	0.02762474	29.9065	12.67111	4	2	6	0.7441481	0.6239027	299.661	139.7814	0.8556629	0.6086649	0.3718491	0.2282989	1	
8	3	2	0	0	1	0	36.63013	32.53333	69.16345	2.57884	0.03995091	29.90112	11.37509	13	6	19	1.658202	1.135175	688.9385	242.3232	0.7323969	0.3585607	0.2016284	0.09478427	1	
8	3	3	0	0	1	0	6.462646	38.25549	44.71814	0.9770647	0.1235736	92.90517	12.27053	2	9	11	0.6759804	1.524621	153.2619	573.9812	0.81225	0.1053512	0.9112995	0.1497828	1	
8	4	1	0	0	1	1	19.69458	10.77783	30.47241	0.9956138	0.16678	39.87318	6.160392	3	1	4	1.397575	2.624371	424.4837	193.673	0.4607155	0.01093062	0.2444587	0.2235011	1	
8	4	2	0	0	1	1	6.44397	15.31104	21.755	1.618974	0.07777575	29.73129	20.99284	3	1	4	1.195419	0.8209876	314.3603	181.9467	0.5090249	0.4661623	0.404374	0.2249809	1	
8	4	3	0	0	1	1	8.498535	11.94446	20.44299	0.9930379	0.07811165	99.55085	6.351283	3	5	8	1.014982	0.9476714	269.8034	444.3523	0.8477149	0.1769062	0.5580832	0.2078408	1	
8	5	1	0	1	0	0	10.07227	8.177856	18.25012	0.9952784	0.4829573	64.85352	23.05374	4	2	6	0.9319646	0.3112103	222.9937	137.7647	0.8356367	0.4502464	0.6192207	0.5154619	1	
8	5	2	0	1	0	0	8.42041	14.07776	22.49817	1.96701	0.3481954	29.82273	10.13101	2	3	5	0.7030684	0.596821	352.9337	149.3257	0.8508698	0.7726586	0.2401655	0.2401518	1	
8	5	3	0	1	0	0	28.11243	8.511108	36.62354	1.215604	0.7160745	29.85431	15.31044	7	1	8	1.962836	0.3387589	654.8606	78.70044	0.6351669	0.7336789	0.1831599	0.7013097	1	
8	6	1	0	1	0	1	5.432983	7.533325	12.96631	2.774526	0.8729486	29.7396	7.134215	4	2	6	0.8145946	0.4803309	210.573	79.92747	0.7683895	0.8499451	0.4996834	0.4427354	1	
8	6	2	0	1	0	1	15.5238	9.011108	24.53491	0.9999773	0.6478387	34.54247	28.83362	12	2	14	1.576629	0.3116909	539.5142	43.97278	0.6612077	0.4593382	0.1585743	1.275608	2	
8	6	3	0	1	0	1	7.128784	9.199951	16.32874	0.9972633	0.07287904	46.14121	4.909745	6	3	9	0.8472339	0.5459862	286.0016	163.571	0.8838594	0.4793701	0.2832553	0.437691	1	
8	7	1	0	1	1	0	34.83362	66.81116	101.6448	0.9536259	0.05646553	132.0495	4.555052	8	10	18	1.98336	2.471459	376.3854	1331.863	0.6182187	0.05381315	0.3059292	0.07641248	1	
8	7	2	0	1	1	0	8.733765	19.58899	28.32275	0.9893207	0.02115842	166.8049	6.386939	2	3	5	1.854717	0.9586341	450.6671	563.6316	0.3591912	0.2058498	0.2074446	0.2143667	1	
8	7	3	0	1	1	0	16.0509	16.27783	32.32874	0.9841518	0.06966402	147.6447	4.686028	4	3	7	0.9465217	0.6267236	195.1851	276.848	0.8552781	0.2342097	0.3344164	0.458282	1	
8	8	1	0	1	1	1	5.097412	9.766602	14.86401	0.9994948	0.1481777	68.36063	9.230401	2	2	4	0.9296359	0.4571803	174.6358	158.9956	0.8655769	0.4918999	0.7023765	0.3899694	1	
8	8	2	0	1	1	1	2.733887	33.33325	36.06714	0.9250959	0.1072424	144.6174	14.78495	1	10	11	0.6034445	2.327539	144.4863	947.1849	0.8613434	0.07683681	0.549434	0.120234	1	
8	8	3	0	1	1	1	13.25085	13.3999	26.65076	1.889719	0.4622868	29.97577	8.506244	9	4	13	1.991178	0.7270286	674.0634	153.1194	0.6817855	0.6793088	0.1135029	0.2205243	2	
9	1	1	0	0	0	0	14.85791	37.28906	52.14697	4.574522	0.04900661	29.70367	4.736049	4	4	8	1.248929	3.036413	344.006	1308.901	0.6285306	0.1873545	0.3524572	0.02084487	1	
9	1	2	0	0	0	0	12.57837	72.98901	85.56738	3.022032	0.04230564	29.6793	4.913252	3	12	15	1.822578	6.9082	712.1769	3112.495	0.473954	0.0546713	0.2082559	0.01092359	1	
9	1	3	0	0	0	0	44.99902	121.1555	166.1545	0.9809529	0.06342496	64.89433	3.832442	10	25	35	7.2497	8.916958	3413.062	4472.283	0.1909029	0.01747705	0.05042754	0.01547756	1	
9	2	1	0	0	0	1	9.051514	34.6001	43.65161	0.9974244	0.1077386	139.1455	4.959564	3	6	9	1.656117	2.95298	702.0283	1364.214	0.4961388	0.05022573	0.1559365	0.1020341	1	
9	2	2	0	0	0	1	8.043457	57.3667	65.41016	2.343735	0.07921261	29.03185	7.344317	1	4	5	1.6284	5.948364	585.4802	1627.862	0.6291633	0.08244539	0.2677162	0.01989854	1	
9	2	3	0	0	0	1	12.04053	30.1333	42.17383	0.9929156	0.125106	101.7857	4.257817	3	7	10	2.702386	4.2822	914.9164	1776.19	0.5031045	0.0316428	0.1931772	0.0551581	1	
9	3	1	0	0	1	0	10.21997	167.0112	177.2312	2.681256	0.007020168	29.99125	1.510221	3	27	30	1.313403	10.20341	421.008	4438.367	0.5637048	0.0619914	0.3144695	0.006858832	1	
9	3	2	0	0	1	0	6.762695	42.62231	49.38501	0.9980434	0.00918717	113.0889	4.006995	1	8	9	0.8410283	1.56067	171.1392	777.7756	0.6920691	0.1745805	0.2470651	0.146771	1	
9	3	3	0	0	1	0	4.668213	39.66675	44.33496	0.9966033	0.02045347	136.0206	1.546581	1	8	9	1.009087	3.116861	188.0964	1490.88	0.6544723	0.05629194	0.4705278	0.09070562	1	
9	4	1	0	0	1	1	3.143799	46.92212	50.06592	0.9767542	0.002318481	81.1225	1.550624	1	10	11	0.8546097	4.060795	207.5611	1688.607	0.9045281	0.02885212	0.6160385	0.04813659	1	
9	4	2	0	0	1	1	2.801514	19.24438	22.0459	0.9990029	0.02456196	92.13148	2.302962	1	4	5	0.783547	1.292139	146.0551	550.4248	0.802682	0.1359568	0.3676981	0.1716834	1	
9	4	3	0	0	1	1	10.32959	20.27783	30.60742	2.312468	0.02399055	28.7571	1.744456	7	3	10	1.859831	1.595586	677.2157	491.6964	0.7075313	0.2941296	0.175224	0.05533238	1	
9	5	1	0	1	0	0	3.037598	42.91113	45.94873	2.284043	0.06944229	29.89432	2.755712	1	8	9	0.536092	2.709851	116.5249	932.9963	0.9276007	0.1714034	0.7329213	0.02559425	1	
9	5	2	0	1	0	0	5.020996	39.96655	44.98755	4.029785	0.01944247	29.34404	3.176384	1	6	7	0.7700472	2.837237	214.1837	899.1035	0.8307354	0.3510519	0.3843721	0.03348647	1	
9	5	3	0	1	0	0	7.0979	25.8667	32.9646	1.711694	0.03084091	29.20961	3.827332	2	4	6	1.116166	1.410725	467.0984	438.7761	0.7605658	0.3434328	0.1664839	0.06551269	1	
9	6	1	0	1	0	1	1.756348	25.85547	27.61182	5.286324	0.02533956	28.99343	2.116278	1	7	8	0.4770811	2.040621	101.1481	684.298	0.950156	0.4532732	0.7123806	0.03275898	1	
9	6	2	0	1	0	1	3.107178	25.98901	29.09619	1.664877	0.05257801	28.55149	4.477042	1	5	6	0.7566014	1.973066	182.7909	568.1028	0.682105	0.2053391	0.3674265	0.03805979	1	
9	6	3	0	1	0	1	0.809082	36.18872	36.9978	0.8948125	0.03031399	130.9354	2.822783	0	9	9	0.4890827	3.984684	78.10806	1537.391	1.004168	0.02752601	0.8562851	0.05337255	1	
9	7	1	0	1	1	0	0.8444824	30.31128	31.15576	4.618018	0.009845213	29.87458	1.857033	0	4	4	0.3798295	1.792257	77.27399	592.6769	0.9763142	0.3869165	0.7706863	0.03799567	1	
9	7	2	0	1	1	0	1.328369	31.05566	32.38403	0.9800668	0.01754034	49.50253	3.347254	0	3	3	0.5414188	2.38654	119.9756	728.8994	0.8704249	0.06529684	0.6326669	0.05505763	1	
9	7	3	0	1	1	0	1.245605	33.72241	34.96802	0.9909886	0.009281051	172.1187	1.314007	0	3	3	0.6472535	1.840197	116.4628	823.2108	0.8800274	0.1177543	0.5558212	0.1572257	1	
9	8	1	0	1	1	1	2.416016	51.0332	53.44922	1.681641	0.07896909	29.98316	9.202686	0	9	9	0.7494366	5.812272	237.0108	2616.339	0.841563	0.03045453	0.3168164	0.006026675	1	
9	8	2	0	1	1	1	13.93091	25.6333	39.56421	0.9755379	0.009023359	32.01848	4.214759	4	3	7	2.580656	1.468523	1089.454	502.5791	0.3822278	0.2296647	0.0635224	0.08434151	1	
9	8	3	0	1	1	1	4.461914	25.21118	29.6731	2.59081	0.0596945	27.91135	1.077007	1	4	5	1.128925	1.901003	519.0319	524.2621	0.6596574	0.3056349	0.1389486	0.04692659	1	
10	1	1	0	0	0	0	3.724121	18.14404	21.86816	4.160917	0.0521949	29.41044	6.715427	1	3	4	0.9817933	1.340177	167.6476	268.4501	0.8896544	0.6714096	0.7248646	0.08276644	1	
10	1	2	0	0	0	0	10.72363	38.05566	48.7793	3.504988	0.06338787	29.74641	10.26916	3	8	11	1.402457	3.247096	456.5439	839.512	0.7634428	0.2416894	0.2662803	0.04495405	1	
10	1	3	0	0	0	0	60.66016	13.51074	74.1709	0.9759649	0.01795315	31.66594	0.828974	19	3	22	11.59373	0.6998377	2578.142	122.2205	0.1284444	0.4910715	0.04550875	0.2542442	1	
10	2	1	0	0	0	1	3.708496	14.21094	17.91943	5.86919	0.008719557	29.40318	0.6943584	1	5	6	1.080149	1.695485	175.6703	282.8889	0.7582767	0.4175736	0.614605	0.102415	1	
10	2	2	0	0	0	1	4.631348	11.1001	15.73145	4.571308	0.8529181	29.84447	17.3951	2	6	8	1.043101	1.026534	292.9922	227.4254	0.9061976	0.6366364	0.4970414	0.1638543	1	
10	2	3	0	0	0	1	2.556641	31.1001	33.65674	0.9924173	0.1223268	138.9765	2.372604	1	16	17	1.274796	4.611889	319.4921	1310.144	0.4899802	0.03150655	0.2102782	0.1049508	1	
10	3	1	0	0	1	0	3.22168	46.77783	49.99951	3.693106	0.02363974	29.62632	6.601341	1	11	12	0.8153596	2.404978	138.3792	690.0959	0.9066235	0.3520061	0.7706334	0.03936775	1	
10	3	2	0	0	1	0	15.0249	31.8667	46.8916	6.579768	0.01898394	29.91576	4.604626	4	4	8	2.657128	2.865378	784.6786	418.5969	0.7079276	0.4220927	0.1820411	0.07933895	1	
10	3	3	0	0	1	0	16.74463	21.18896	37.93359	3.295428	0.004498255	29.26331	2.158031	4	3	7	2.653134	1.103969	850.9161	204.6873	0.6278331	0.690721	0.1373054	0.1445254	1	
10	4	1	0	0	1	1	5.529297	29.30029	34.82959	0.9795333	0.1767336	54.59446	4.364949	2	8	10	0.8661262	2.330863	146.8469	560.824	0.9176286	0.05987355	0.6964333	0.1032261	1	
10	4	2	0	0	1	1	2.600098	26.87744	29.47754	0.9893922	0.02527993	94.30391	6.359908	1	4	5	0.6882613	1.566903	154.7952	405.3571	0.8875332	0.1052813	0.6351283	0.2438149	1	
10	4	3	0	0	1	1	5.834961	14.4668	20.30176	0.9858479	0.01870805	47.10742	1.052751	4	4	8	1.444263	0.871488	559.6141	230.7198	0.6843807	0.2610528	0.2326468	0.2012891	1	
10	5	1	0	1	0	0	0.7104492	41.06641	41.77686	4.092901	0.09431592	27.37358	4.078641	0	13	13	0.412073	3.642774	65.02231	1152.833	1.008154	0.190704	0.9634917	0.01239108	1	
10	5	2	0	1	0	0	12.47217	37.82227	50.29443	4.242436	0.0155266	29.97472	2.458794	2	5	7	1.560308	3.617409	638.7384	772.5371	0.7969865	0.2774979	0.1234544	0.03485219	1	
10	5	3	0	1	0	0	30.33447	28.11133	58.4458	5.045201	0.05365049	28.36618	2.850379	10	4	14	4.319481	2.144914	1320.31	544.6144	0.5467587	0.4779818	0.05902762	0.04340822	1	
10	6	1	0	1	0	1	3.221191	17.22217	20.44336	2.682491	0.1328749	27.85664	1.91227	1	2	3	0.8797475	1.925535	225.6835	418.8439	0.7729801	0.1755428	0.3411926	0.05165946	1	
10	6	2	0	1	0	1	5.190918	26.11133	31.30225	1.183989	0.03322997	28.34582	1.796185	2	3	5	1.151617	2.183408	387.3407	630.6099	0.7848475	0.1213745	0.1702163	0.03804581	1	
10	6	3	0	1	0	1	5.841309	12	17.84131	0.9982252	0.1599448	148.6438	7.581815	1	3	4	1.050074	0.8684932	516.9785	332.8163	0.7378939	0.2722242	0.09862661	0.3321939	1	
10	7	1	0	1	1	0	7.756836	22.2002	29.95703	3.302268	0.100872	29.95424	3.283027	2	5	7	0.9710156	1.651023	274.6931	417.5871	0.8574004	0.4118627	0.2805539	0.07509787	1	
10	7	2	0	1	1	0	2.873535	32.71094	35.58447	2.525256	0.02171157	28.22439	2.943598	0	2	2	0.663828	1.742662	200.8717	435.3965	0.8068507	0.3881924	0.4496491	0.06822031	1	
10	7	3	0	1	1	0	4.238281	29.75537	33.99365	4.830181	0.0238311	29.58114	1.122554	1	6	7	1.006712	1.597768	262.9944	285.7899	0.9057031	0.5399882	0.3078648	0.1318872	1	
10	8	1	0	1	1	1	13.78076	23.15576	36.93652	1.245145	0.03500353	27.4037	2.390025	6	5	11	1.532946	1.65781	574.6162	404.8103	0.6056648	0.1123364	0.1424214	0.05263847	1	
10	8	2	0	1	1	1	8.963867	42.65576	51.61963	2.380456	0.005666134	29.76117	1.342878	4	6	10	1.639434	1.586282	560.7669	458.554	0.6324865	0.4757111	0.1198963	0.09069385	1	
10	8	3	0	1	1	1	8.085938	13.91113	21.99707	2.845167	0.02763352	29.52627	0.7284643	6	2	8	1.624799	0.7283554	634.6324	212.5512	0.7073538	0.7286512	0.100711	0.1373859	1	
11	1	1	0	0	0	0	4.222992	6.333344	10.55634	1.72946	0.02543751	29.9895	5.523033	1	1	2	0.6702564	0.5770032	167.8999	180.8496	0.8817172	0.5480152	0.7859838	0.1440868	1	
11	1	2	0	0	0	0	3.278259	11.45554	14.7338	0.9843336	0.02508512	132.3595	2.391662	1	3	4	0.7605249	0.9607076	142.6549	483.9019	0.6710919	0.1981914	0.4474558	0.2782444	1	
11	1	3	0	0	0	0	6.057617	12.93332	18.99094	0.9944686	0.05786358	125.1709	2.0186	1	3	4	0.9411352	1.154039	300.891	480.622	0.6313343	0.2156967	0.4555012	0.2588032	1	
11	2	1	0	0	0	1	3.10228	8.46666	11.56894	0.9913096	0.06453311	46.13119	3.897259	1	2	3	0.8139501	0.6099256	189.2146	189.9621	0.685724	0.3539012	0.4808826	0.2246711	1	
11	2	2	0	0	0	1	2.714478	11.36667	14.08115	0.9914144	0.0165604	40.7557	2.301261	1	2	3	0.9227968	0.9375975	211.858	296.3991	0.518694	0.2404849	0.5532586	0.1343965	1	
11	2	3	0	0	0	1	3.579407	7.844452	11.42386	0.9911181	0.01298859	138.5635	2.227284	1	2	3	0.8727269	0.9309155	185.5883	402.9187	0.600698	0.1632955	0.3780335	0.3510904	1	
11	3	1	0	0	1	0	3.83445	9.82222	13.65667	0.9972699	0.0139353	48.95419	2.257998	1	1	2	0.7395347	0.885829	172.8946	353.162	0.7115815	0.2601789	0.6292253	0.1322388	1	
11	3	2	0	0	1	0	3.199516	15.57778	18.7773	0.9791273	0.02137583	96.63658	1.562692	1	2	3	0.6058768	0.8728281	164.116	422.4618	0.7874481	0.2816883	0.6364671	0.2284245	1	
11	3	3	0	0	1	0	3.272156	22.25555	25.52771	0.9904247	0.03277752	126.1501	5.462737	1	5	6	0.6767495	1.308226	168.7922	459.2863	0.7460261	0.1920044	0.7536423	0.2688239	1	
11	4	1	0	0	1	1	2.762131	10.16667	12.9288	0.9227559	0.02485876	47.57992	4.803185	1	2	3	0.8359723	0.6384801	223.2809	212.4517	0.5886564	0.2146557	0.6046124	0.2257418	1	
11	4	2	0	0	1	1	5.963867	8.888885	14.85275	0.9675233	0.05514476	89.19076	5.577768	3	1	4	1.217677	0.9790143	257.1348	313.7579	0.4746	0.156798	0.3821621	0.2795091	1	
11	4	3	0	0	1	1	4.41098	10.43332	14.8443	0.9828578	0.01315528	66.29541	2.18112	2	2	4	0.9198443	0.7958057	341.239	230.4423	0.6237153	0.2153606	0.4759116	0.2795379	1	
11	5	1	0	1	0	0	5.776642	10.44446	16.2211	0.989781	0.0293764	105.8536	5.320861	1	2	3	0.8469169	0.7499942	127.712	329.6634	0.6996681	0.3917396	0.3890367	0.2226494	1	
11	5	2	0	1	0	0	8.329834	9.555542	17.88538	0.9913897	0.04794112	111.0559	7.881881	2	1	3	0.9438556	0.6861658	184.4929	273.1176	0.7075566	0.3783229	0.6348808	0.2934439	1	
11	5	3	0	1	0	0	4.375122	16.55557	20.93069	0.8975682	0.04146572	120.8278	4.933448	1	2	3	1.037302	1.326738	201.3968	458.2436	0.526276	0.1019072	0.5880149	0.1902225	1	
11	6	1	0	1	0	1	2.480072	4.266663	6.746735	1.365012	0.02530779	29.72884	6.287092	1	0	1	0.7729295	0.3889439	172.0188	120.1991	0.7558208	0.6757658	0.5196425	0.2512355	1	
11	6	2	0	1	0	1	3.280487	9.322235	12.60272	0.9936796	0.02059638	80.1614	1.846466	1	1	2	0.7714869	0.9635982	174.8668	400.8816	0.7227424	0.1953947	0.3650155	0.1355323	1	
11	6	3	0	1	0	1	2.051453	8.433319	10.48477	0.8159633	0.03222273	153.8079	2.796596	1	2	3	0.8610157	1.066223	156.8952	373.2355	0.4962687	0.09193147	0.4845476	0.2642122	1	
11	7	1	0	1	1	0	3.739227	16.86667	20.6059	0.956575	0.01035875	39.24553	4.125208	1	3	4	0.759615	0.592261	163.5642	219.6286	0.8532161	0.5985427	0.5898045	0.1760869	1	
11	7	2	0	1	1	0	4.012573	17.00003	21.0126	0.978353	0.009154831	138.8217	1.353907	1	2	3	0.8096806	2.655454	140.0577	773.2579	0.6724855	0.02120893	0.7224571	0.12706	1	
11	7	3	0	1	1	0	5.385315	19.1333	24.51862	0.9961502	0.08239707	172.4637	1.527228	2	4	6	0.8605192	1.030848	228.4616	459.0721	0.8413956	0.2837615	0.4688475	0.2567016	1	
11	8	1	0	1	1	1	2.687988	9.688904	12.37689	2.777472	0.02944561	28.50672	2.240249	2	1	3	0.8443583	0.8632831	214.0594	193.536	0.5617679	0.3368382	0.442972	0.1128122	1	
