c0t0v10	c0t1v10	c0t2v10	c0t3v10	c0t4v10	c1t0v10	c1t1v10	c1t2v10	c1t3v10	c1t4v10	c2t0v10	c2t1v10	c2t2v10	c2t3v10	c2t4v10	c3t0v10	c3t1v10	c3t2v10	c3t3v10	c3t4v10	c4t0v10	c4t1v10	c4t2v10	c4t3v10	c4t4v10	c5t0v10	c5t1v10	c5t2v10	c5t3v10	c5t4v10	
109.3675	265.0562	111.0756	163.7899	105.5514	26.01928	155.6028	120.144	149.7303	23.22611	15.27929	24.38996	1.387406	1.700857	151.6795	182.1492	110.0854	337.2906	37.65107	61.68645	101.605	44.32598	52.60197	104.1439	72.5174	33.8783	43.3924	12.52631	10.84692	29.71484	
148.9526	31.27946	37.51815	48.14015	120.3714	21.33231	49.51649	70.68333	73.47713	46.83082	16.73868	10.03952	81.02026	20.0058	24.32959	36.58556	119.7078	141.385	153.1082	117.2691	42.84697	49.43625	40.59368	65.59042	49.21646	36.07142	15.34605	35.9301	31.50359	58.89531	
93.35925	80.74258	60.8614	27.88862	71.43512	33.76082	2.738016	22.15016	9.400112	43.66648	8.044462	18.09789	8.819736	29.80626	19.92055	51.63905	45.04619	42.32861	50.90154	89.09303	10.7173	25.95368	36.01615	33.79622	21.17911	6.283063	48.90672	8.581932	0.824976	24.09113	
85.86523	110.7512	242.7982	118.3631	128.2531	62.10329	266.9897	41.24397	80.99815	116.5495	106.1001	80.05012	45.91216	131.7138	73.87963	174.2534	77.01754	165.8245	239.4749	286.6836	57.98233	38.65169	32.42799	60.57417	47.24684	169.6249	45.56802	76.43943	40.26901	81.59666	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
