c0t0v17	c0t1v17	c0t2v17	c0t3v17	c0t4v17	c1t0v17	c1t1v17	c1t2v17	c1t3v17	c1t4v17	c2t0v17	c2t1v17	c2t2v17	c2t3v17	c2t4v17	c3t0v17	c3t1v17	c3t2v17	c3t3v17	c3t4v17	c4t0v17	c4t1v17	c4t2v17	c4t3v17	c4t4v17	c5t0v17	c5t1v17	c5t2v17	c5t3v17	c5t4v17	
0.3181539	0.247113	0.2419261	0.4895933	0.2438396	0.5283431	0.4945965	0.4560403	0.4977292	0.3792197	0.6959026	0.4993652	0.6268358	0.6501724	0.6178936	0.2536557	0.2762519	0.2639722	0.26757	0.2711232	0.4182087	0.4387841	0.473888	0.5433761	0.6435921	0.5596977	0.4432252	0.651731	0.4821643	0.6824191	
0.3241255	0.288302	0.2110922	0.1812475	0.1453755	0.3835857	0.325662	0.2538474	0.3459426	0.3409916	0.3541877	0.4741742	0.5802485	0.364411	0.5547876	0.1940706	0.1759793	0.2062815	0.4019571	0.2344576	0.4304802	0.3564427	0.4027471	0.2906482	0.453165	0.3759951	0.3375899	0.3736394	0.424338	0.6886246	
0.2645438	0.09268814	0.1457328	0.1299925	0.1548147	0.2205886	0.2568021	0.3294516	0.3741304	0.2766089	0.2321694	0.3188081	0.2941818	0.3123456	0.1816608	0.07405118	0.1975489	0.2269679	0.2812862	0.1042427	0.1998522	0.3181509	0.3070854	0.2296445	0.2668547	0.2414778	0.3553644	0.4498901	0.4927329	0.3916976	
0.2702834	0.4104347	0.2376103	0.1983345	0.2056548	0.5290751	0.5592017	0.3379734	0.4208467	0.4293942	0.317373	0.3189399	0.3066	0.2921922	0.4391633	0.2321611	0.1653756	0.1989632	0.3480684	0.2174079	0.4468724	0.3926231	0.5013274	0.286029	0.4107321	0.5170996	0.5376016	0.689011	0.6550645	0.4783401	
0.137456	0.0901236	0.1196152	0.1325421	0.11168	0.3518286	0.220091	0.3214526	0.4752352	0.4402135	0.3250855	0.3407075	0.5334802	0.3684211	0.4776518	0.1323414	0.1550698	0.1708481	0.08889522	0.1178462	0.1885798	0.1952985	0.1822305	0.2047716	0.09716063	0.1163487	0.2751974	0.1390956	0.09755433	0.267203	
0.06957647	0.1391132	0.05413957	0.2096469	0.06526048	0.2141433	0.5574051	0.1927232	0.3864539	0.2193682	0.2610938	0.3233861	0.5065705	0.4094769	0.3552772	0.05488202	0.1375068	0.1668053	0.1240473	0.2480497	0.5500721	0.4463225	0.3820667	0.462915	0.3634066	0.1625283	0.4820773	0.5169247	0.4066793	0.4968121	
0.06934665	0.1358969	0.1476875	0.1821913	0.1216423	0.1653945	0.2769209	0.09561754	0.2721186	0.3018396	0.2395682	0.3528065	0.1579643	0.529653	0.4658065	0.164126	0.1812799	0.06475266	0.1291354	0.2111266	0.3280705	0.3656429	0.2165979	0.1038397	0.3871239	0.3003237	0.3201907	0.3067173	0.3207771	0.3560744	
0.1533948	0.1173427	0.160755	0.1656445	0.1954088	0.1466358	0.2697315	0.1900458	0.3044505	0.3296299	0.2576838	0.1401001	0.262573	0.2013453	0.387664	0.1416864	0.1592897	0.1446508	0.2152859	0.1007786	0.2438343	0.3700212	0.2046086	0.1649262	0.2314762	0.476029	0.4466429	0.457074	0.4725077	0.5402094	
0.1856737	0.134188	0.2168004	0.1851525	0.1435767	0.2844663	0.1930395	0.2800924	0.2388081	0.3819824	0.5284915	0.2003077	0.2751434	0.3789431	0.3889584	0.1868115	0.1997161	0.1723144	0.1952593	0.1066608	0.3688882	0.2477719	0.3873881	0.3834905	0.3302717	0.2259484	0.3349288	0.3588347	0.3161416	0.3839445	
0.2098019	0.265028	0.1813463	0.1522634	0.2335204	0.4261563	0.3206753	0.3294392	0.2395151	0.4089581	0.2972483	0.3560615	0.4435108	0.4238146	0.5188528	0.2109506	0.2122477	0.2092436	0.09931834	0.3046575	0.2216238	0.4229144	0.4279955	0.3110557	0.3150226	0.5899886	0.3431712	0.4369289	0.5164232	0.4472112	
0.1589994	0.2487171	0.1765688	0.2155526	0.2186221	0.3211743	0.3366693	0.4046715	0.2549238	0.3408035	0.2852215	0.3617779	0.2059122	0.3606965	0.2412658	0.1509588	0.2441412	0.2314849	0.1225078	0.1261065	0.1808514	0.2495332	0.1689541	0.3903547	0.2879887	0.2345912	0.3481178	0.2441363	0.3727443	0.3360066	
0.09274035	0.1454863	0.2132631	0.2469775	0.2080723	0.1443242	0.2968239	0.373383	0.3407094	0.2592707	0.2697835	0.3260199	0.4897251	0.2674183	0.2722786	0.1366146	0.1629747	0.1440703	0.1577272	0.2756959	0.1293502	0.3734475	0.2202097	0.2720229	0.3711507	0.5118698	0.2101534	0.3078862	0.2577174	0.3212114	
0.2270508	0.2516081	0.3022473	0.1950849	0.2049357	0.2440953	0.1927938	0.4537524	0.4320432	0.2723675	0.3369118	0.4945058	0.4145247	0.3551414	0.408473	0.128682	0.1606389	0.0738692	0.2208859	0.1254801	0.3602896	0.4350304	0.3691422	0.4175396	0.3639846	0.3975382	0.5908002	0.483502	0.5517307	0.4462731	
0.1753349	0.1158759	0.1028013	0.1732818	0.1591144	0.2009556	0.2127723	0.2154564	0.1929681	0.2087321	0.3146937	0.2312385	0.1767656	0.4538132	0.2004988	0.09340954	0.1443506	0.1879386	0.2040041	0.1246702	0.2142491	0.3744469	0.0815306	0.1965429	0.1684414	0.1962791	0.3369946	0.3596534	0.3473485	0.4053273	
0.1309841	0.08693063	0.1870208	0.1410753	0.1431329	0.2604402	0.1782102	0.1844276	0.2428389	0.2982129	0.2328493	0.2448865	0.50954	0.3580277	0.2211102	0.1019083	0.1216649	0.05059093	0.1694039	0.1812202	0.2181724	0.2377328	0.218594	0.2002428	0.2598687	0.3063814	0.2534361	0.5959551	0.4195207	0.2845601	
0.1642393	0.204134	0.2734841	0.2199714	0.1435426	0.5747538	0.4097702	0.235182	0.3480698	0.4674636	0.5237095	0.4256332	0.4754876	0.356095	0.3190241	0.2499924	0.1987915	0.1134153	0.1567064	0.1629665	0.359255	0.3824868	0.2289443	0.4725679	0.3494003	0.3300133	0.4605341	0.3326208	0.474098	0.387553	
0.09608394	0.08292047	0.1865339	0.1827803	0.1543139	0.181639	0.3561947	0.1495192	0.4520175	0.3250681	0.5024043	0.3162334	0.3057541	0.3615726	0.2512703	0.07488159	0.1630628	0.09073175	0.1641438	0.100218	0.4769218	0.3207193	0.22643	0.3658588	0.3481312	0.3775852	0.22112	0.2658022	0.6472522	0.5305452	
