c0t0v16	c0t1v16	c0t2v16	c0t3v16	c0t4v16	c1t0v16	c1t1v16	c1t2v16	c1t3v16	c1t4v16	c2t0v16	c2t1v16	c2t2v16	c2t3v16	c2t4v16	c3t0v16	c3t1v16	c3t2v16	c3t3v16	c3t4v16	c4t0v16	c4t1v16	c4t2v16	c4t3v16	c4t4v16	c5t0v16	c5t1v16	c5t2v16	c5t3v16	c5t4v16	
0.3920055	0.247113	0.2621198	0.4895933	0.2615784	0.5876552	0.6149174	0.7895858	0.6187856	0.4323516	0.7448531	0.5397713	0.6268358	0.6501724	0.7039832	0.3246594	0.3652036	0.2664272	0.3119718	0.311574	0.5735399	0.4387841	0.473888	0.5433761	0.8274707	0.6341189	0.4432252	0.7055017	0.5258812	0.7825698	
0.4306159	0.3305282	0.247078	0.2044751	0.1568073	0.4697504	0.3834321	0.2509386	0.464526	0.3869453	0.5358149	0.5188524	0.6696103	0.5845001	0.5981522	0.2418253	0.2072656	0.2361908	0.4835174	0.3395038	0.5106207	0.3995335	0.4116409	0.2973275	0.5432358	0.5655894	0.4110105	0.4778097	0.6238969	0.7752559	
0.3531111	0.09717648	0.1752188	0.1496337	0.1877771	0.2800904	0.3255411	0.3294516	0.4391208	0.2766089	0.30421	0.4168717	0.5329035	0.3450624	0.1997509	0.07282786	0.2218853	0.2972881	0.3386408	0.1128509	0.2381254	0.3758152	0.3233712	0.285714	0.3079422	0.2814854	0.5365579	0.6035573	0.4927329	0.4473199	
0.3168897	0.4955217	0.2923684	0.2236091	0.283191	0.6315394	0.6412261	0.3515802	0.4509369	0.51671	0.3507012	0.3470791	0.334628	0.3563585	0.5038571	0.2610836	0.1701468	0.2638947	0.3583066	0.263115	0.6322071	0.3926231	0.5173986	0.3412345	0.4195922	0.5954716	0.6146044	0.6967596	0.800366	0.4863119	
0.1469186	0.09436362	0.1215442	0.1408586	0.1518816	0.4042342	0.2237526	0.3559097	0.5402995	0.4639461	0.3204161	0.4391007	0.5637298	0.4671049	0.5002617	0.1441389	0.1680776	0.200864	0.0887921	0.1416254	0.243817	0.3826914	0.2210718	0.2094085	0.1025512	0.4524953	0.3827402	0.1776011	0.1381993	0.4480656	
0.07178716	0.1510973	0.05778129	0.2420892	0.06712387	0.2348645	0.5574051	0.2349629	0.5186263	0.2193682	0.2610938	0.3506965	0.5649873	0.5263535	0.3759729	0.06106114	0.1573368	0.204374	0.137444	0.3239917	0.5500721	0.4463225	0.4464472	0.5835695	0.3887605	0.1823441	0.6512597	0.5737736	0.4066793	0.5741956	
0.08441599	0.1472379	0.1536866	0.203689	0.1361099	0.1720718	0.335439	0.09674954	0.2826496	0.4253704	0.2404343	0.3770665	0.1715192	0.6641909	0.7263011	0.202712	0.203701	0.06843976	0.1419011	0.2566873	0.3393115	0.4136326	0.2229293	0.1135287	0.4635138	0.3118717	0.3333736	0.4263299	0.3725972	0.3646955	
0.1669642	0.136007	0.1948284	0.2003563	0.296212	0.1973736	0.3405037	0.1900458	0.3044505	0.3296299	0.3457901	0.1627797	0.3548884	0.2830357	0.5170369	0.1884134	0.1742228	0.171003	0.2122318	0.126536	0.2438343	0.4233223	0.2046086	0.1649262	0.2314762	0.5215327	0.5572954	0.4636799	0.6168613	0.5402094	
0.1949816	0.1475822	0.3301947	0.257071	0.1553969	0.3092289	0.1930395	0.2800924	0.2388081	0.3819824	0.5915195	0.2368048	0.3171694	0.465122	0.5885051	0.2067123	0.213751	0.2559664	0.231382	0.1146269	0.3688882	0.2477719	0.5032257	0.5210224	0.420822	0.2505029	0.3349288	0.3952186	0.3355319	0.4979715	
0.2197106	0.288303	0.1868991	0.1522634	0.2967309	0.4261563	0.3977292	0.3761899	0.2530355	0.4089581	0.3044455	0.3983157	0.5453363	0.6899837	0.6110927	0.218264	0.2381962	0.232877	0.1058626	0.3330313	0.2335003	0.51201	0.4575628	0.3436568	0.3158985	0.6663175	0.3745982	0.5465086	0.6022627	0.5468662	
0.2041871	0.2985686	0.1970045	0.2304179	0.2882986	0.4272887	0.3819292	0.4046715	0.2549238	0.4962835	0.357319	0.4956877	0.4636964	0.3907292	0.4556628	0.177475	0.3530188	0.3167365	0.1254216	0.1549834	0.1808514	0.3100381	0.2321533	0.4531572	0.3344837	0.2441728	0.4043899	0.3460491	0.5050112	0.3672472	
0.1027174	0.1812709	0.2569396	0.3197144	0.3608155	0.210771	0.456471	0.4726218	0.4354482	0.2932511	0.3078284	0.3947811	0.4991069	0.3976959	0.3226974	0.1361433	0.2023599	0.1582975	0.2122653	0.3194891	0.1505727	0.3850227	0.2388997	0.2972608	0.447448	0.5118698	0.2576833	0.3252454	0.2860637	0.3579696	
0.2863339	0.3065162	0.3339382	0.2433623	0.2049357	0.2814128	0.2158073	0.4897372	0.4320432	0.2917025	0.3369118	0.6144816	0.4294808	0.3551414	0.4571437	0.167677	0.1677732	0.07827421	0.2403053	0.1390631	0.3602896	0.4350304	0.3964269	0.4947169	0.449247	0.6589524	0.5908002	0.5997285	0.5517307	0.4462731	
0.2215784	0.1277919	0.1122868	0.2091337	0.2057064	0.2176842	0.2831416	0.2526135	0.207346	0.2245217	0.4108568	0.2939477	0.2692849	0.4538132	0.21286	0.1064469	0.168238	0.2181257	0.2262056	0.1618599	0.2290572	0.4808506	0.08348212	0.2445228	0.1763282	0.2467833	0.4675897	0.3596534	0.4183148	0.4678571	
0.1530015	0.09467494	0.2170411	0.1719286	0.1423882	0.2604402	0.1929507	0.1910416	0.2572957	0.3202415	0.3773775	0.4947907	0.50954	0.3968878	0.3175895	0.1264652	0.1360972	0.05438262	0.1894337	0.2170044	0.2262137	0.2377328	0.218594	0.2211682	0.2598687	0.3931973	0.4220942	0.5959551	0.4195207	0.407669	
0.1642393	0.2287461	0.2734841	0.2745856	0.1634246	0.6450689	0.4894072	0.2456564	0.3480698	0.4674636	0.5488662	0.6622124	0.4754876	0.6672723	0.3345951	0.2515491	0.2259535	0.1337123	0.2137829	0.1767087	0.359255	0.4002079	0.3887605	0.4725679	0.3706671	0.3607532	0.5849789	0.6277241	0.5866231	0.387553	
0.09608394	0.08387811	0.1865339	0.1905748	0.2064786	0.1819399	0.3561947	0.1495192	0.4520175	0.3250681	0.5652008	0.4948179	0.3260971	0.3615726	0.3316456	0.07596456	0.1602029	0.1002798	0.1686859	0.1103359	0.514946	0.3207193	0.2382799	0.3658588	0.3481312	0.4277178	0.2233375	0.2690318	0.6472522	0.5362161	
0.1786413	0.1800398	0.105845	0.2227141	0.1600793	0.2750541	0.1541844	0.2838827	0.2805656	0.2520674	0.2803465	0.2221482	0.380879	0.3782058	0.3595131	0.223876	0.3270712	0.1628837	0.1349523	0.1285326	0.3635886	0.2889917	0.4169072	0.3226715	0.3298927	0.2110068	0.2917941	0.3034642	0.402428	0.3843032	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
